# time[s],voltage[V]
0.0000000000e+00,0.0000000000e+00
5.2589782545e-11,-9.3840136982e-05
1.1163771729e-10,-1.9572748656e-04
1.5497862969e-10,-2.6824488660e-04
2.0179886672e-10,-3.4449162886e-04
2.5237774182e-10,-4.2448676408e-04
3.0701699119e-10,-5.0821945175e-04
3.6604257383e-10,-5.9564449507e-04
4.2980661608e-10,-6.8667774871e-04
4.9868951232e-10,-7.8119150570e-04
5.3517768825e-10,-8.2970064129e-04
6.1251957037e-10,-9.2908940888e-04
6.9607030921e-10,-1.0314200615e-03
7.4032823424e-10,-1.0835930395e-03
8.3413920542e-10,-1.1897304975e-03
8.8383211045e-10,-1.2435939720e-03
9.8916329527e-10,-1.3526288983e-03
1.0449586090e-09,-1.4076761970e-03
1.1632247174e-09,-1.5184918632e-03
1.2258718303e-09,-1.5741139274e-03
1.3586613023e-09,-1.6853954467e-03
1.4290016318e-09,-1.7408892306e-03
1.5780979714e-09,-1.8511488081e-03
1.6570762630e-09,-1.9057344407e-03
1.8244819929e-09,-2.0133553884e-03
1.9131590094e-09,-2.0662031889e-03
2.1011225669e-09,-2.1695040982e-03
2.2006893350e-09,-2.2197716490e-03
2.4117352709e-09,-2.3170899020e-03
2.6397235664e-09,-2.4095498239e-03
2.7604919645e-09,-2.4537588283e-03
3.0164777729e-09,-2.5377796414e-03
3.4394983051e-09,-2.6519371699e-03
3.7499934292e-09,-2.7196116151e-03
4.0854145014e-09,-2.7803017121e-03
4.8391991545e-09,-2.8806863607e-03
5.7188663721e-09,-2.9544150664e-03
7.6263845546e-09,-3.0300776394e-03
1.3400874427e-08,-3.0690356940e-03
2.4249827938e-08,-3.0710517429e-03
4.1941921131e-08,-3.0712145121e-03
7.5181341547e-08,-3.0714500330e-03
1.3449710564e-07,-3.0717570105e-03
2.3122717505e-07,-3.0720832396e-03
4.1296098173e-07,-3.0724395974e-03
7.3726506014e-07,-3.0727972439e-03
1.2661287863e-06,-3.0731633972e-03
2.2597434786e-06,-3.0736354244e-03
4.0328494460e-06,-3.0742355919e-03
7.1969580242e-06,-3.0750161511e-03
1.2356875410e-05,-3.0759645570e-03
2.2051186955e-05,-3.0772947807e-03
3.9350691263e-05,-3.0790550148e-03
6.7562116642e-05,-3.0812080873e-03
1.2056497043e-04,-3.0842301833e-03
2.1514859229e-04,-3.0882150637e-03
3.6939224822e-04,-3.0930558985e-03
6.5918100696e-04,-3.0997806525e-03
1.1763092070e-03,-3.1085193524e-03
2.0196237533e-03,-3.1189408511e-03
3.6040200394e-03,-3.1330761860e-03
6.4313760872e-03,-3.1508796842e-03
1.1042129248e-02,-3.1713269815e-03
1.9704686078e-02,-3.1977940776e-03
3.5163023527e-02,-3.2292206460e-03
6.2748435244e-02,-3.2654706109e-03
1.0773375796e-01,-3.3030635184e-03
1.9225095094e-01,-3.3461447652e-03
3.4307192848e-01,-3.3902934204e-03
5.8902549327e-01,-3.4305137121e-03
1.0511163185e+00,-3.4705392793e-03
1.8757176513e+00,-3.5058244656e-03
3.2204486073e+00,-3.5337241577e-03
5.7468923191e+00,-3.5577518204e-03
1.0255332518e+01,-3.5741337396e-03
1.7607538801e+01,-3.5813779751e-03
3.1420662717e+01,-3.5839182043e-03
5.6070189976e+01,-3.5849620613e-03
9.6267775207e+01,-3.5855307511e-03
1.7178989804e+02,-3.5859557862e-03
3.0655916794e+02,-3.5863018396e-03
5.2633617043e+02,-3.5865848057e-03
9.3924718688e+02,-3.5868526338e-03
1.6760871238e+03,-3.5870721139e-03
2.9909783984e+03,-3.5872345838e-03
5.1352570096e+03,-3.5873208965e-03
9.1638689704e+03,-3.5873486842e-03
1.6352929240e+04,-3.5873513166e-03
2.8076596793e+04,-3.5873513612e-03
5.0102702486e+04,-3.5873513613e-03
8.9408300263e+04,-3.5873513613e-03
1.5350649169e+05,-3.5873513613e-03
2.7393241921e+05,-3.5873513613e-03
4.8883255340e+05,-3.5873513613e-03
7.6807508536e+05,-3.5873513613e-03
1.0680750854e+06,-3.5873513613e-03
1.3680750854e+06,-3.5873513613e-03
1.6480750854e+06,-3.5873513613e-03
1.9480750854e+06,-3.5873513613e-03
2.2480750854e+06,-3.5873513613e-03
2.5280750854e+06,-3.5873513613e-03
