# time[s],voltage[V]
0.0000000000e+00,0.0000000000e+00
2.1964659306e-12,-5.1276066257e-05
5.8669634319e-12,-1.3285341918e-04
1.1450660425e-11,-2.4967862644e-04
2.1331577425e-11,-4.4322442400e-04
3.6362794997e-11,-7.2205956313e-04
6.2962055924e-11,-1.1990145625e-03
9.9583346110e-11,-1.8421474467e-03
1.4515543166e-10,-2.6269716872e-03
1.8860152164e-10,-3.3600251103e-03
2.3583214621e-10,-4.1405332438e-03
2.8395841424e-10,-4.9186450852e-03
3.2934545974e-10,-5.6369085735e-03
3.6803316264e-10,-6.2374709948e-03
4.2670533165e-10,-7.1281932923e-03
4.7671721100e-10,-7.8687794773e-03
5.3254610032e-10,-8.6757302174e-03
5.7332800887e-10,-9.2523033213e-03
6.4039394792e-10,-1.0177411712e-02
6.8938430088e-10,-1.0835488220e-02
7.4210337535e-10,-1.1527393420e-02
7.9883496933e-10,-1.2253589560e-02
8.5988448106e-10,-1.3014338071e-02
9.2558055305e-10,-1.3809666632e-02
9.9627684123e-10,-1.4639334457e-02
1.0336178891e-09,-1.5066888101e-02
1.1125370439e-09,-1.5946937370e-02
1.1974628415e-09,-1.6859311980e-02
1.2423197690e-09,-1.7327179658e-02
1.3371235039e-09,-1.8285161352e-02
1.3871978557e-09,-1.8774745556e-02
1.4930284562e-09,-1.9773555327e-02
1.5489270843e-09,-2.0282071236e-02
1.6670671135e-09,-2.1315315025e-02
1.7294674544e-09,-2.1839142844e-02
1.7941989388e-09,-2.2367120790e-02
1.9310069380e-09,-2.3433372724e-02
2.0032675074e-09,-2.3970490448e-02
2.0782275776e-09,-2.4509447112e-02
2.2366533776e-09,-2.5590234028e-02
2.3203322457e-09,-2.6130673899e-02
2.4971849570e-09,-2.7207983207e-02
2.5905967289e-09,-2.7743321725e-02
2.6874981653e-09,-2.8275398579e-02
2.8922963674e-09,-2.9326531690e-02
3.0004686584e-09,-2.9843948004e-02
3.1126820354e-09,-3.0354830665e-02
3.3498415524e-09,-3.1353706178e-02
3.4751067551e-09,-3.1840075790e-02
3.7398509039e-09,-3.2782736509e-02
4.0247450851e-09,-3.3680313749e-02
4.1752232435e-09,-3.4110450168e-02
4.4932541977e-09,-3.4930283848e-02
4.8354909146e-09,-3.5692602232e-02
5.2037757273e-09,-3.6393906838e-02
5.6000911913e-09,-3.7031746858e-02
6.2518328506e-09,-3.7866977757e-02
6.9793802540e-09,-3.8557399492e-02
7.7915505622e-09,-3.9109612669e-02
9.7102755519e-09,-3.9851132086e-02
1.5080888288e-08,-4.0381896198e-02
2.5203754116e-08,-4.0447910994e-02
4.0603033223e-08,-4.0451555175e-02
6.7853616290e-08,-4.0455721773e-02
1.0930821438e-07,-4.0461972964e-02
1.8266632167e-07,-4.0472859944e-02
2.9426139643e-07,-4.0489111598e-02
4.9174017666e-07,-4.0517230205e-02
7.9215222460e-07,-4.0558901289e-02
1.3237617506e-06,-4.0630300975e-02
2.1324658869e-06,-4.0734563958e-02
3.5635497117e-06,-4.0908915372e-02
5.7405675263e-06,-4.1154034735e-02
9.5930209030e-06,-4.1541004196e-02
1.5453515925e-05,-4.2044333926e-02
2.5824255055e-05,-4.2766282799e-02
3.8658274804e-05,-4.3472191838e-02
5.5786424102e-05,-4.4214596258e-02
7.7604333039e-05,-4.4945061259e-02
1.0795516249e-04,-4.5695558995e-02
1.5017611276e-04,-4.6410964230e-02
2.2480994016e-04,-4.7163796670e-02
3.6214906600e-04,-4.7856237871e-02
5.8339033244e-04,-4.8441352802e-02
9.7489914704e-04,-4.9100402886e-02
1.5704768828e-03,-4.9805487206e-02
2.4387922205e-03,-5.0562423344e-02
3.5193369160e-03,-5.1285353087e-02
4.8957393142e-03,-5.2016688442e-02
6.5651872870e-03,-5.2736096492e-02
8.4868661075e-03,-5.3421249176e-02
1.0971034515e-02,-5.4158383850e-02
1.4182337368e-02,-5.4945043885e-02
1.7673372798e-02,-5.5654443451e-02
2.2023739667e-02,-5.6389830010e-02
2.7444965624e-02,-5.7142128939e-02
3.4200646643e-02,-5.7899010132e-02
4.2619263833e-02,-5.8644858609e-02
5.3110155155e-02,-5.9361296359e-02
6.6183418645e-02,-6.0028483832e-02
8.8751976104e-02,-6.0809020387e-02
1.2346261494e-01,-6.1502187131e-02
1.9888742646e-01,-6.2152071693e-02
3.2039017171e-01,-6.2514395810e-02
