# time[s],voltage[V]
0.0000000000e+00,0.0000000000e+00
2.7984941067e-11,-5.5272053531e-03
5.5803927301e-11,-1.0712977601e-02
8.4752212394e-11,-1.5809257233e-02
1.1252611153e-10,-2.0434409077e-02
1.4518708369e-10,-2.5570019168e-02
1.7340179942e-10,-2.9764294663e-02
2.1677440886e-10,-3.5815515238e-02
2.5424254787e-10,-4.0693926679e-02
2.9655384241e-10,-4.5855739459e-02
3.2775794365e-10,-4.9449111445e-02
3.7957188512e-10,-5.5057482286e-02
4.3808332969e-10,-6.0914074862e-02
4.8123485837e-10,-6.4948123852e-02
5.2802908912e-10,-6.9079910062e-02
6.0573020653e-10,-7.5449585462e-02
6.6303390190e-10,-7.9803284847e-02
7.2517497609e-10,-8.4236916485e-02
7.9256178379e-10,-8.8745400647e-02
9.0445656594e-10,-9.5636700720e-02
9.8697770238e-10,-1.0030779808e-01
1.0764649864e-09,-1.0503203377e-01
1.1735064758e-09,-1.0980053779e-01
1.2787398706e-09,-1.1460241862e-01
1.3928567028e-09,-1.1942431157e-01
1.5166068814e-09,-1.2425000191e-01
1.6508036200e-09,-1.2906017559e-01
1.7963287809e-09,-1.3383234589e-01
1.9541386701e-09,-1.3854099446e-01
2.1252703217e-09,-1.4315794975e-01
2.4094318590e-09,-1.4984503292e-01
2.6189977793e-09,-1.5409829052e-01
2.8462545262e-09,-1.5815124808e-01
3.2236109414e-09,-1.6379124864e-01
3.6497446875e-09,-1.6882854939e-01
4.1309607532e-09,-1.7320040275e-01
4.8707022653e-09,-1.7794362660e-01
6.2313803425e-09,-1.8281103254e-01
1.1044777976e-08,-1.8677446754e-01
2.4929373066e-08,-1.8710132141e-01
5.6153800794e-08,-1.8711892842e-01
1.3160193312e-07,-1.8714282340e-01
2.9604481817e-07,-1.8716501206e-01
6.9339104528e-07,-1.8718705265e-01
1.5594265313e-06,-1.8721296686e-01
3.6520432645e-06,-1.8725141708e-01
8.2130035199e-06,-1.8730495766e-01
1.8469937405e-05,-1.8738325273e-01
4.3253946637e-05,-1.8750453412e-01
9.7271903812e-05,-1.8767353280e-01
2.2779644110e-04,-1.8793054505e-01
5.1228103756e-04,-1.8827993508e-01
1.1520453709e-03,-1.8876829938e-01
2.6979191498e-03,-1.8948548053e-01
6.0672264640e-03,-1.9044123416e-01
1.4208542818e-02,-1.9186446066e-01
3.1952938975e-02,-1.9382019820e-01
7.1857495913e-02,-1.9666479680e-01
1.6827957669e-01,-2.0109984685e-01
3.2181065970e-01,-2.0592290773e-01
5.4497333110e-01,-2.1108950326e-01
8.1725179716e-01,-2.1600939820e-01
1.1301611957e+00,-2.2063303909e-01
1.5628773563e+00,-2.2593410616e-01
2.0754455447e+00,-2.3116618749e-01
2.6466695656e+00,-2.3610672709e-01
3.2410821611e+00,-2.4054454772e-01
3.9689932250e+00,-2.4526135756e-01
4.8603850311e+00,-2.5022783318e-01
5.9519735386e+00,-2.5538725722e-01
7.2887207038e+00,-2.6064250973e-01
8.9256864388e+00,-2.6584564100e-01
1.0930296501e+01,-2.7079822036e-01
1.3385119723e+01,-2.7526852265e-01
1.7774962944e+01,-2.8027906488e-01
3.0101180532e+01,-2.8433219817e-01
5.5278274694e+01,-2.7995457034e-01
7.3407582793e+01,-2.7518003941e-01
9.3611521516e+01,-2.7003792593e-01
1.1463562977e+02,-2.6514698348e-01
1.4038151929e+02,-2.5984664913e-01
1.6508293894e+02,-2.5543591669e-01
2.0215873393e+02,-2.4989890666e-01
2.3773042277e+02,-2.4559859915e-01
2.9112203593e+02,-2.4057012025e-01
3.7124743376e+02,-2.3527631584e-01
4.7342571178e+02,-2.3096444066e-01
7.0995770192e+02,-2.2596876028e-01
1.4723044220e+03,-2.2129827370e-01
3.3109977438e+03,-2.1820629849e-01
7.4459506441e+03,-2.1700659647e-01
1.7437309856e+04,-2.1689958372e-01
3.9213964672e+04,-2.1689916343e-01
9.1833277622e+04,-2.1689916342e-01
2.0651963715e+05,-2.1689916342e-01
4.6443251983e+05,-2.1689916342e-01
8.8363829906e+05,-2.1689916342e-01
1.2836382991e+06,-2.1689916342e-01
1.7036382991e+06,-2.1689916342e-01
2.1036382991e+06,-2.1689916342e-01
2.5036382991e+06,-2.1689916342e-01
