# time[s],voltage[V]
0.0000000000e+00,0.0000000000e+00
3.2973356686e-12,-5.2778348752e-04
9.9165530493e-12,-1.5535782280e-03
2.3204262624e-11,-3.5264097201e-03
4.7964476516e-11,-7.0357112633e-03
9.2308511232e-11,-1.2989543622e-02
1.3465736843e-10,-1.8351064128e-02
1.8860152164e-10,-2.4777911673e-02
2.3583214621e-10,-3.0077160371e-02
2.9468876581e-10,-3.6305717494e-02
3.5466149486e-10,-4.2277242379e-02
4.1122073150e-10,-4.7605403086e-02
4.7671721100e-10,-5.3452737605e-02
5.5256315733e-10,-5.9845416956e-02
6.1721388322e-10,-6.5012867587e-02
6.8938430088e-10,-7.0510931286e-02
7.6994904495e-10,-7.6348333415e-02
8.5988448106e-10,-8.2532049252e-02
9.6028053844e-10,-8.9066308142e-02
1.0336178891e-09,-9.3617513733e-02
1.1542213248e-09,-1.0073356267e-01
1.2423197690e-09,-1.0566592443e-01
1.3371235039e-09,-1.1074308712e-01
1.4930284562e-09,-1.1861376268e-01
1.6069139658e-09,-1.2401596489e-01
1.7294674544e-09,-1.2952699418e-01
1.8613486534e-09,-1.3513074577e-01
2.0032675074e-09,-1.4080834286e-01
2.1559879959e-09,-1.4653816754e-01
2.3203322457e-09,-1.5229598995e-01
2.4971849570e-09,-1.5805520374e-01
2.6874981653e-09,-1.6378717209e-01
2.8922963674e-09,-1.6946168499e-01
3.1126820354e-09,-1.7504752421e-01
3.3498415524e-09,-1.8051312766e-01
3.6050515985e-09,-1.8582734004e-01
3.8796860237e-09,-1.9096023067e-01
4.3313229447e-09,-1.9825945881e-01
4.6612348567e-09,-2.0282391100e-01
5.2037757273e-09,-2.0917093639e-01
5.8094209183e-09,-2.1488254348e-01
6.4855102550e-09,-2.1994490163e-01
7.5108393613e-09,-2.2571744364e-01
9.0232544377e-09,-2.3154203453e-01
1.1245167947e-08,-2.3700548671e-01
1.5080888288e-08,-2.4296098873e-01
2.0224589944e-08,-2.4872743170e-01
2.6145434854e-08,-2.5421845156e-01
3.3799354809e-08,-2.6027964602e-01
4.2119998165e-08,-2.6591672961e-01
5.2488799028e-08,-2.7190528205e-01
6.5409919034e-08,-2.7816473718e-01
7.8576064736e-08,-2.8351630468e-01
9.4392247644e-08,-2.8892348747e-01
1.1762805838e-07,-2.9539708132e-01
1.4130449428e-07,-3.0071341773e-01
1.7608793012e-07,-3.0693423796e-01
2.1153097097e-07,-3.1195399292e-01
2.6360091692e-07,-3.1776387903e-01
3.2848807496e-07,-3.2334415333e-01
4.2463991925e-07,-3.2958836944e-01
5.2916743050e-07,-3.3473850511e-01
6.8405960469e-07,-3.4053882521e-01
9.1732516690e-07,-3.4691525788e-01
1.1858339781e-06,-3.5227551848e-01
1.5902046903e-06,-3.5812869307e-01
2.1324658869e-06,-3.6364013087e-01
2.9664683519e-06,-3.6933204237e-01
4.4407316176e-06,-3.7534431613e-01
7.4208750080e-06,-3.8102225386e-01
1.4360517424e-05,-3.8430233807e-01
2.8827940784e-05,-3.8302852413e-01
5.7870485975e-05,-3.7893808115e-01
1.1198813709e-04,-3.7411162124e-01
2.0890955346e-04,-3.6826383616e-01
3.3653493986e-04,-3.6267772292e-01
5.4212822544e-04,-3.5682227889e-01
9.0594635405e-04,-3.5105877341e-01
1.6900079861e-03,-3.4536287476e-01
3.3925967418e-03,-3.4103805171e-01
6.5651872870e-03,-3.3928027470e-01
1.3179247179e-02,-3.4028802990e-01
2.6456603383e-02,-3.4433130097e-01
5.1197524886e-02,-3.5001639006e-01
9.9074946108e-02,-3.5516693606e-01
1.9888742646e-01,-3.5843232489e-01
3.9925541174e-01,-3.6132664122e-01
7.7261954536e-01,-3.6561819089e-01
1.3893874150e+00,-3.7130517879e-01
2.2381810675e+00,-3.7756770365e-01
3.1135271511e+00,-3.8296154532e-01
4.1752404600e+00,-3.8862741565e-01
5.3973641874e+00,-3.9437212267e-01
6.9772125584e+00,-4.0096544676e-01
8.3815622670e+00,-4.0626225953e-01
1.0068574728e+01,-4.1210315603e-01
1.2095143342e+01,-4.1854043654e-01
1.4006364919e+01,-4.2416009965e-01
1.6219589360e+01,-4.3023783835e-01
1.8106131404e+01,-4.3512300947e-01
2.0967182988e+01,-4.4211026020e-01
2.3405929826e+01,-4.4773200297e-01
2.6128333564e+01,-4.5370280420e-01
2.8116996094e+01,-4.5788764948e-01
3.1387356034e+01,-4.6448909501e-01
3.3776289822e+01,-4.6911814336e-01
3.7704896733e+01,-4.7642655036e-01
4.0574667022e+01,-4.8155482043e-01
4.3662859378e+01,-4.8689515630e-01
4.6986098198e+01,-4.9244792332e-01
5.0562273185e+01,-4.9820421733e-01
5.4410635649e+01,-5.0414137134e-01
5.8551902144e+01,-5.1021827699e-01
6.3008365990e+01,-5.1637158632e-01
6.7804017280e+01,-5.2251441721e-01
7.2964672024e+01,-5.2853942321e-01
7.8518111127e+01,-5.3432752551e-01
8.4494229932e+01,-5.3976198091e-01
9.0925199159e+01,-5.4474516854e-01
1.0150094231e+02,-5.5124677415e-01
1.1330677728e+02,-5.5656818122e-01
1.3121101797e+02,-5.6212917410e-01
1.5762072719e+02,-5.6756936384e-01
1.9641965918e+02,-5.7347895447e-01
2.3595434282e+02,-5.7878521909e-01
2.8344643365e+02,-5.8486473228e-01
3.2823539767e+02,-5.9045130088e-01
3.8010171763e+02,-5.9680126860e-01
4.2431232343e+02,-6.0213224724e-01
4.7366517819e+02,-6.0800091335e-01
5.2875839009e+02,-6.1444327268e-01
5.6900290073e+02,-6.1906566853e-01
6.3518508770e+02,-6.2647887101e-01
6.8352987710e+02,-6.3171314405e-01
7.3555425331e+02,-6.3713779131e-01
7.9153827461e+02,-6.4269238084e-01
8.5178331489e+02,-6.4829250913e-01
9.1661368604e+02,-6.5382988378e-01
9.8637838373e+02,-6.5917731915e-01
1.1011065838e+03,-6.6654888938e-01
1.1849132835e+03,-6.7085453031e-01
1.3227335870e+03,-6.7619976033e-01
1.5889689226e+03,-6.8207383927e-01
2.6553138743e+03,-6.8635708951e-01
5.3303944501e+03,-6.8650185963e-01
1.0700469451e+04,-6.8650191433e-01
2.0707025124e+04,-6.8650191433e-01
3.8768124353e+04,-6.8650191433e-01
5.7768124353e+04,-6.8650191433e-01
7.5768124353e+04,-6.8650191433e-01
9.4768124353e+04,-6.8650191433e-01
1.1376812435e+05,-6.8650191433e-01
1.3176812435e+05,-6.8650191433e-01
1.5076812435e+05,-6.8650191433e-01
1.6976812435e+05,-6.8650191433e-01
1.8776812435e+05,-6.8650191433e-01
2.0676812435e+05,-6.8650191433e-01
2.2576812435e+05,-6.8650191433e-01
2.4376812435e+05,-6.8650191433e-01
2.6276812435e+05,-6.8650191433e-01
2.8176812435e+05,-6.8650191433e-01
2.9976812435e+05,-6.8650191433e-01
3.1876812435e+05,-6.8650191433e-01
3.3776812435e+05,-6.8650191433e-01
3.5576812435e+05,-6.8650191433e-01
3.7476812435e+05,-6.8650191433e-01
3.9376812435e+05,-6.8650191433e-01
4.1176812435e+05,-6.8650191433e-01
4.3076812435e+05,-6.8650191433e-01
4.4976812435e+05,-6.8650191433e-01
4.6776812435e+05,-6.8650191433e-01
4.8676812435e+05,-6.8650191433e-01
5.0576812435e+05,-6.8650191433e-01
5.2376812435e+05,-6.8650191433e-01
5.4276812435e+05,-6.8650191433e-01
5.6176812435e+05,-6.8650191433e-01
5.7976812435e+05,-6.8650191433e-01
5.9876812435e+05,-6.8650191433e-01
6.1776812435e+05,-6.8650191433e-01
6.3576812435e+05,-6.8650191433e-01
6.5476812435e+05,-6.8650191433e-01
6.7376812435e+05,-6.8650191433e-01
6.9176812435e+05,-6.8650191433e-01
7.1076812435e+05,-6.8650191433e-01
7.2976812435e+05,-6.8650191433e-01
7.4776812435e+05,-6.8650191433e-01
7.6676812435e+05,-6.8650191433e-01
7.8576812435e+05,-6.8650191433e-01
