# time[s],voltage[V]
0.0000000000e+00,-5.2716129678e+00
2.3485179849e-10,-5.1498603084e+00
4.4094618027e-10,-5.0440024783e+00
6.8585082654e-10,-4.9206856862e+00
9.1458494631e-10,-4.8081820111e+00
1.1080903220e-09,-4.7150703004e+00
1.3227011140e-09,-4.6140187520e+00
1.5607192668e-09,-4.5046470250e+00
1.8246977952e-09,-4.3866165406e+00
2.1174681684e-09,-4.2596477946e+00
2.3301809477e-09,-4.1699332328e+00
2.6780838069e-09,-4.0276700350e+00
2.9308531815e-09,-3.9276913999e+00
3.2016832019e-09,-3.8236322910e+00
3.4918643210e-09,-3.7155523707e+00
3.8027791956e-09,-3.6035463286e+00
4.1359092751e-09,-3.4877473979e+00
4.4928418599e-09,-3.3683307666e+00
4.6807609173e-09,-3.3073328262e+00
5.0766237428e-09,-3.1829177041e+00
5.5007713963e-09,-3.0555265832e+00
5.9552248596e-09,-2.9255042085e+00
6.1944870341e-09,-2.8596284534e+00
6.6985072319e-09,-2.7264212848e+00
7.2385402192e-09,-2.5916765911e+00
7.5228585869e-09,-2.5238911354e+00
8.1217923724e-09,-2.3878483579e+00
8.4371210287e-09,-2.3197416500e+00
9.1013798569e-09,-2.1837544790e+00
9.8131006985e-09,-2.0486260982e+00
1.0187809860e-08,-1.9816004173e+00
1.0977157304e-08,-1.8490725419e+00
1.1822904478e-08,-1.7191822372e+00
1.2268176270e-08,-1.6554547389e+00
1.3206168148e-08,-1.5308890461e+00
1.4211180564e-08,-1.4107671529e+00
1.5288002207e-08,-1.2957695089e+00
1.6441763923e-08,-1.1865283165e+00
1.7677963165e-08,-1.0836109220e+00
1.9002490183e-08,-9.8750372570e-01
2.0421656092e-08,-8.9859738788e-01
2.2742776051e-08,-7.7932478522e-01
2.5317057985e-08,-6.7730917675e-01
2.9191393674e-08,-5.6772590892e-01
3.4850383176e-08,-4.6995740308e-01
5.3168988768e-08,-3.6573222868e-01
9.2983494243e-08,-3.4682299396e-01
1.6213794161e-07,-3.4658852931e-01
2.8225340036e-07,-3.4657250554e-01
4.9088384976e-07,-3.4625259533e-01
8.5325739327e-07,-3.4551242399e-01
1.4826697605e-06,-3.4412771264e-01
2.5759061048e-06,-3.4168980102e-01
4.4747656871e-06,-3.3754851298e-01
7.7729250755e-06,-3.3077024106e-01
1.3501550538e-05,-3.2019321422e-01
2.3451691153e-05,-3.0473367101e-01
4.0734248532e-05,-2.8403731178e-01
7.0752597131e-05,-2.5917971079e-01
1.2289194392e-04,-2.3267978795e-01
2.1345360405e-04,-2.0758375035e-01
3.7075159089e-04,-1.8638226431e-01
6.4396496431e-04,-1.7018149215e-01
1.1185136150e-03,-1.5790392047e-01
1.9427647088e-03,-1.4684639769e-01
3.3744195340e-03,-1.3528235537e-01
5.8610835545e-03,-1.2298089702e-01
1.0180209814e-02,-1.1011127676e-01
1.7682168862e-02,-9.6949166700e-02
3.0712440767e-02,-8.3879913345e-02
5.3344927140e-02,-7.1389514672e-02
9.2655652437e-02,-6.0000472249e-02
1.6093507600e-01,-5.0150999122e-02
2.7953069201e-01,-4.2066747820e-02
4.8552130240e-01,-3.5717969137e-02
8.4330966756e-01,-3.0903550874e-02
1.4647579656e+00,-2.7364047242e-02
2.5441613917e+00,-2.4830134908e-02
4.4189943583e+00,-2.3065727525e-02
7.6754215363e+00,-2.1974002946e-02
1.3331561659e+01,-2.1467336251e-02
2.3155801335e+01,-2.1266543972e-02
4.0219679373e+01,-2.1184793740e-02
6.9858200348e+01,-2.1243129869e-02
1.2133781850e+02,-2.1508634442e-02
2.1075358547e+02,-2.1991053675e-02
3.6606125229e+02,-2.2652328817e-02
6.3581760720e+02,-2.3422905916e-02
1.1043617075e+03,-2.4197130060e-02
1.9181834023e+03,-2.4845604058e-02
3.3317232387e+03,-2.5262325445e-02
5.7869230471e+03,-2.5435137569e-02
1.0051398617e+04,-2.5468975098e-02
1.7458434013e+04,-2.5470933043e-02
3.0323831518e+04,-2.5470950536e-02
5.2669944924e+04,-2.5470950546e-02
9.1483264465e+04,-2.5470950546e-02
1.5889873607e+05,-2.5470950546e-02
2.7599374018e+05,-2.5470950546e-02
4.7937791392e+05,-2.5470950546e-02
7.8965103766e+05,-2.5470950546e-02
