# time[s],voltage[V]
0.0000000000e+00,0.0000000000e+00
3.5554897371e-10,-1.4763231648e-03
9.7895319336e-10,-6.0675896288e-03
2.0720032366e-09,-1.6185419069e-02
3.9885099899e-09,-3.1675967992e-02
7.3488301858e-09,-4.8584013610e-02
1.2767762683e-08,-6.5966873325e-02
2.0422128465e-08,-8.3778072915e-02
3.0266649596e-08,-1.0205340362e-01
4.1684219054e-08,-1.1987816879e-01
5.5348881188e-08,-1.3832303094e-01
7.0893755556e-08,-1.5672441054e-01
8.7620955205e-08,-1.7429950153e-01
1.0826879425e-07,-1.9358357479e-01
1.2912708695e-07,-2.1094160501e-01
1.5398634879e-07,-2.2940994789e-01
1.8361403253e-07,-2.4888786772e-01
2.1135845561e-07,-2.6510297877e-01
2.5199106830e-07,-2.8601530564e-01
2.9004090058e-07,-3.0313330384e-01
3.3382539345e-07,-3.2047409056e-01
3.8420884327e-07,-3.3792095369e-01
4.4218580840e-07,-3.5535870929e-01
5.2709496517e-07,-3.7697794892e-01
6.0660693748e-07,-3.9401193984e-01
6.9810251513e-07,-4.1072181206e-01
8.3210077339e-07,-4.3104578915e-01
9.5758153666e-07,-4.4678281953e-01
1.1413522079e-06,-4.6572188722e-01
1.3603731653e-06,-4.8377283862e-01
1.6214060028e-06,-5.0086464258e-01
2.0015532324e-06,-5.2001419785e-01
2.4708020591e-06,-5.3756856936e-01
3.1589975087e-06,-5.5586916565e-01
4.1831199721e-06,-5.7367236403e-01
5.9420152984e-06,-5.9091573919e-01
1.0059497746e-05,-6.0632183316e-01
1.7029937380e-05,-6.1189345014e-01
2.9859912483e-05,-6.1279568990e-01
5.2355436893e-05,-6.1204706673e-01
9.1798118148e-05,-6.1030000807e-01
1.6095521252e-04,-6.0742487900e-01
2.8221227594e-04,-6.0302264340e-01
4.7775430856e-04,-5.9684089266e-01
8.3767413311e-04,-5.8669300572e-01
1.4687420139e-03,-5.6986984706e-01
2.1607593442e-03,-5.5071806869e-01
2.7624834209e-03,-5.3233737595e-01
3.2923740010e-03,-5.1410570867e-01
3.7885824987e-03,-4.9473588241e-01
4.2092278665e-03,-4.7622335155e-01
4.5152960312e-03,-4.6144247994e-01
5.0166282108e-03,-4.3498894910e-01
5.1958165835e-03,-4.2500437127e-01
5.5736231700e-03,-4.0354976106e-01
5.9789014352e-03,-3.8087160570e-01
6.1924611326e-03,-3.6946412608e-01
6.6427373366e-03,-3.4734001707e-01
7.1257547465e-03,-3.2696565798e-01
7.3802787631e-03,-3.1760693987e-01
8.1997092196e-03,-2.9288733537e-01
8.7959396671e-03,-2.7887534251e-01
9.7725505803e-03,-2.6070062764e-01
1.0857594346e-02,-2.4506991694e-01
1.2493991073e-02,-2.2704082794e-01
1.4890547464e-02,-2.0772070268e-01
1.7746803424e-02,-1.9100441508e-01
2.2688897917e-02,-1.7086764442e-01
2.9007257012e-02,-1.5367212171e-01
3.8409779920e-02,-1.3681423906e-01
5.6507052885e-02,-1.1745350458e-01
8.6100443744e-02,-1.0023325805e-01
1.4575847123e-01,-8.3025812111e-02
2.5556661069e-01,-6.8635067351e-02
4.4809946144e-01,-5.7329568635e-02
7.8567824932e-01,-4.8406225927e-02
1.3775743210e+00,-4.1385594724e-02
2.3320800438e+00,-3.6214772136e-02
4.0889684616e+00,-3.1936952707e-02
7.1694207594e+00,-2.8830722812e-02
1.2570552820e+01,-2.6989641917e-02
2.2040664580e+01,-2.6157221972e-02
3.8645149669e+01,-2.5788987672e-02
6.5421938364e+01,-2.5675885422e-02
1.1470800213e+02,-2.5668127755e-02
2.0112405842e+02,-2.5670512288e-02
3.5264224049e+02,-2.5660050981e-02
6.1830767912e+02,-2.5634605162e-02
1.0841139891e+03,-2.5593239944e-02
1.8352843548e+03,-2.5544377963e-02
3.2179083492e+03,-2.5498329547e-02
5.6421415661e+03,-2.5474808055e-02
9.8926874222e+03,-2.5469540054e-02
1.7345411009e+04,-2.5469198911e-02
3.0412694774e+04,-2.5469195480e-02
5.1485308248e+04,-2.5469195478e-02
9.0272116601e+04,-2.5469195478e-02
1.5827923174e+05,-2.5469195478e-02
2.7751997123e+05,-2.5469195478e-02
4.8659153561e+05,-2.5469195478e-02
7.7992792456e+05,-2.5469195478e-02
