# time[s],voltage[V]
0.0000000000e+00,0.0000000000e+00
3.5554897371e-10,-1.4763231648e-03
9.7895319336e-10,-6.0675895848e-03
2.0720032366e-09,-1.6185399480e-02
3.9885099899e-09,-3.1676103963e-02
7.3488301858e-09,-4.8589212759e-02
1.2767762683e-08,-6.6001157631e-02
2.0422128465e-08,-8.3877318250e-02
3.0266649596e-08,-1.0224517047e-01
4.1684219054e-08,-1.2017333704e-01
5.5348881188e-08,-1.3872996754e-01
7.0893755556e-08,-1.5724122064e-01
8.7620955205e-08,-1.7491494285e-01
1.0826879425e-07,-1.9429594164e-01
1.2912708695e-07,-2.1172845072e-01
1.5398634879e-07,-2.3026075549e-01
1.8361403253e-07,-2.4978775238e-01
2.1135845561e-07,-2.6602914407e-01
2.4328436491e-07,-2.8272397921e-01
2.9004090058e-07,-3.0407296705e-01
3.3382539345e-07,-3.2140056270e-01
3.8420884327e-07,-3.3882433325e-01
4.4218580840e-07,-3.5623105359e-01
5.0890074152e-07,-3.7351385066e-01
6.0660693748e-07,-3.9479612710e-01
6.9810251513e-07,-4.1146257654e-01
8.0338780093e-07,-4.2773248573e-01
9.5758153666e-07,-4.4742284428e-01
1.1413522079e-06,-4.6630587470e-01
1.3603731653e-06,-4.8430195352e-01
1.6214060028e-06,-5.0134089545e-01
2.0015532324e-06,-5.2043055861e-01
2.4708020591e-06,-5.3792994873e-01
3.1589975087e-06,-5.5617420416e-01
4.1831199721e-06,-5.7392456465e-01
5.9420152984e-06,-5.9111988033e-01
1.0059497746e-05,-6.0648864491e-01
1.7638244578e-05,-6.1220056017e-01
2.9859912483e-05,-6.1295111189e-01
5.2355436893e-05,-6.1221204919e-01
9.1798118148e-05,-6.1048505149e-01
1.6095521252e-04,-6.0764411583e-01
2.8221227594e-04,-6.0329795291e-01
4.7775430856e-04,-5.9720278725e-01
8.3767413311e-04,-5.8721821826e-01
1.4687420139e-03,-5.7072520886e-01
2.1607593442e-03,-5.5204373113e-01
2.7624834209e-03,-5.3421093797e-01
3.2923740010e-03,-5.1661357275e-01
3.7885824987e-03,-4.9800229853e-01
4.2092278665e-03,-4.8026865060e-01
4.6765773785e-03,-4.5823694072e-01
5.0166282108e-03,-4.4072242650e-01
5.3814053648e-03,-4.2087794051e-01
5.7727067805e-03,-3.9909609888e-01
5.9789014352e-03,-3.8775486037e-01
6.4136489438e-03,-3.6496963310e-01
6.6427373366e-03,-3.5386126825e-01
7.1257547465e-03,-3.3289120820e-01
7.6438940932e-03,-3.1406847165e-01
8.1997092196e-03,-2.9749975707e-01
9.1101208234e-03,-2.7632722481e-01
1.0121615188e-02,-2.5854386489e-01
1.1245415504e-02,-2.4319294582e-01
1.2940262495e-02,-2.2542963911e-01
1.5422421203e-02,-2.0634594189e-01
1.8380699435e-02,-1.8980843086e-01
2.2688897917e-02,-1.7251404172e-01
2.9007257012e-02,-1.5508514779e-01
3.9781734370e-02,-1.3607120228e-01
5.6507052885e-02,-1.1843938614e-01
8.6100443744e-02,-1.0103215517e-01
1.5096480103e-01,-8.2631851365e-02
2.5556661069e-01,-6.9121557399e-02
4.4809946144e-01,-5.7708855411e-02
7.8567824932e-01,-4.8703550478e-02
1.3775743210e+00,-4.1618345880e-02
2.4153793380e+00,-3.6090221085e-02
4.0889684616e+00,-3.2065199679e-02
7.1694207594e+00,-2.8890626548e-02
1.2570552820e+01,-2.6992433833e-02
2.2040664580e+01,-2.6142437948e-02
3.8645149669e+01,-2.5779893531e-02
6.7758736924e+01,-2.5672917557e-02
1.1470800213e+02,-2.5670514876e-02
2.0112405842e+02,-2.5674111760e-02
3.5264224049e+02,-2.5664544995e-02
6.1830767912e+02,-2.5639173408e-02
1.0841139891e+03,-2.5596473247e-02
1.8352843548e+03,-2.5545986226e-02
3.2179083492e+03,-2.5499518248e-02
5.6421415661e+03,-2.5476762971e-02
9.8926874222e+03,-2.5471982958e-02
1.7345411009e+04,-2.5471701698e-02
3.0412694774e+04,-2.5471699248e-02
5.1485308248e+04,-2.5471699247e-02
9.0272116601e+04,-2.5471699247e-02
1.5827923174e+05,-2.5471699247e-02
2.7751997123e+05,-2.5471699247e-02
4.8659153561e+05,-2.5471699247e-02
7.7992792456e+05,-2.5471699247e-02
