# time[s],voltage[V]
0.0000000000e+00,-1.4437308303e+00
9.1581421321e-11,-1.4505710646e+00
1.9315193128e-10,-1.4579621299e+00
2.6694839014e-10,-1.4632135296e+00
3.8764675561e-10,-1.4715987258e+00
4.7534063415e-10,-1.4775385461e+00
5.6930058498e-10,-1.4837654660e+00
6.6997434362e-10,-1.4902844106e+00
7.7784163802e-10,-1.4970988938e+00
8.9341647458e-10,-1.5042108153e+00
1.0172495875e-09,-1.5116202376e+00
1.0824457868e-09,-1.5154359703e+00
1.2197857870e-09,-1.5232871537e+00
1.2920931515e-09,-1.5273212103e+00
1.4444132800e-09,-1.5356015119e+00
1.6076172804e-09,-1.5441563098e+00
1.6935416368e-09,-1.5485327657e+00
1.7824828480e-09,-1.5529727854e+00
1.9698432478e-09,-1.5620348129e+00
2.0684855712e-09,-1.5666519139e+00
2.2762819897e-09,-1.5760443011e+00
2.3856835577e-09,-1.5808132848e+00
2.4989262791e-09,-1.5856261933e+00
2.7374793781e-09,-1.5953685224e+00
2.8630738578e-09,-1.6002897043e+00
2.9930780336e-09,-1.6052383366e+00
3.2669402177e-09,-1.6151988478e+00
3.4111243791e-09,-1.6202006016e+00
3.5603709313e-09,-1.6252095708e+00
3.7148576178e-09,-1.6302201574e+00
4.0402937901e-09,-1.6402228346e+00
4.2116308506e-09,-1.6452028179e+00
4.3889836562e-09,-1.6501602387e+00
4.7625887837e-09,-1.6599816691e+00
4.9592860465e-09,-1.6648325861e+00
5.1628894660e-09,-1.6696348067e+00
5.5917932055e-09,-1.6790665335e+00
5.8176043236e-09,-1.6836827797e+00
6.0513438030e-09,-1.6882238752e+00
6.5437310970e-09,-1.6970550520e+00
6.8029653148e-09,-1.7013327521e+00
7.3490589200e-09,-1.7095830133e+00
7.6365686717e-09,-1.7135446239e+00
8.2422265133e-09,-1.7211158601e+00
8.8911609883e-09,-1.7281889674e+00
9.5864643822e-09,-1.7347355242e+00
1.0331449936e-08,-1.7407349532e+00
1.1129667637e-08,-1.7461752228e+00
1.2435198732e-08,-1.7532830260e+00
1.3883128422e-08,-1.7591559110e+00
1.6062296069e-08,-1.7651943592e+00
1.9950476476e-08,-1.7709898479e+00
3.1720377231e-08,-1.7752873426e+00
4.8423898514e-08,-1.7757517019e+00
7.6313453227e-08,-1.7758173750e+00
1.1999211718e-07,-1.7758702882e+00
1.8839857632e-07,-1.7759242686e+00
2.9553197345e-07,-1.7759750060e+00
4.4757276089e-07,-1.7760165742e+00
7.0143239853e-07,-1.7760564860e+00
1.0990095531e-06,-1.7760950460e+00
1.7216669998e-06,-1.7761385134e+00
2.6968294093e-06,-1.7761943646e+00
4.0807532333e-06,-1.7762645863e+00
6.3914647626e-06,-1.7763714740e+00
1.0010339048e-05,-1.7765249083e+00
1.5677966066e-05,-1.7767439083e+00
2.4554205879e-05,-1.7770505363e+00
3.7151122684e-05,-1.7774287443e+00
5.8183957290e-05,-1.7779477062e+00
9.1124107256e-05,-1.7785549704e+00
1.4271265916e-04,-1.7791753988e+00
2.2350702988e-04,-1.7796970558e+00
3.5004150503e-04,-1.7800376485e+00
5.2961577184e-04,-1.7802020552e+00
8.2944754112e-04,-1.7802914700e+00
1.2990230230e-03,-1.7803494923e+00
2.0344391988e-03,-1.7804006976e+00
3.1861964191e-03,-1.7804515134e+00
4.8207387691e-03,-1.7804992392e+00
7.5499033285e-03,-1.7805517648e+00
1.1824129392e-02,-1.7806046345e+00
1.8518122388e-02,-1.7806572594e+00
2.9001784591e-02,-1.7807092530e+00
4.3879911292e-02,-1.7807566544e+00
6.8721639073e-02,-1.7808077338e+00
1.0762701031e-01,-1.7808593547e+00
1.6855787327e-01,-1.7809128355e+00
2.6398351614e-01,-1.7809700553e+00
3.9940897890e-01,-1.7810284261e+00
6.2552632203e-01,-1.7811010411e+00
9.7965544120e-01,-1.7811883444e+00
1.5342676231e+00,-1.7812976517e+00
2.4028623127e+00,-1.7814399615e+00
3.6355481428e+00,-1.7816158104e+00
5.6937404439e+00,-1.7818797584e+00
8.9171368299e+00,-1.7822581311e+00
1.3965394107e+01,-1.7828030141e+00
2.1871620485e+01,-1.7835794385e+00
3.3091920751e+01,-1.7845638966e+00
5.1826244662e+01,-1.7859770400e+00
8.1166628434e+01,-1.7877640216e+00
1.2711747907e+02,-1.7898578350e+00
1.9908247759e+02,-1.7921563431e+00
3.0121323546e+02,-1.7945478393e+00
4.7173903726e+02,-1.7979700238e+00
7.3880458453e+02,-1.8026610475e+00
1.1570639082e+03,-1.8064406784e+00
1.8121123173e+03,-1.8071970921e+00
2.7417391060e+03,-1.8072098780e+00
4.2939194365e+03,-1.8072093255e+00
6.7248353745e+03,-1.8072087351e+00
1.0531965372e+04,-1.8072081257e+00
1.6494425277e+04,-1.8072075047e+00
2.4956185321e+04,-1.8072069249e+00
3.9084626607e+04,-1.8072062921e+00
6.1211600145e+04,-1.8072056563e+00
9.5865313747e+04,-1.8072050186e+00
1.5013752880e+05,-1.8072043797e+00
2.2715917223e+05,-1.8072037892e+00
3.5576075881e+05,-1.8072031491e+00
5.5716754147e+05,-1.8072025086e+00
8.6965294319e+05,-1.8072018679e+00
1.2287689653e+06,-1.8072012269e+00
1.5602606780e+06,-1.8072006352e+00
1.9193767001e+06,-1.8071999943e+00
2.2784927222e+06,-1.8071993533e+00
2.6376087443e+06,-1.8071987124e+00
2.9967247664e+06,-1.8071980715e+00
3.3282164791e+06,-1.8071974800e+00
3.6873325012e+06,-1.8071968392e+00
4.0464485233e+06,-1.8071961984e+00
4.4055645454e+06,-1.8071955577e+00
4.7646805675e+06,-1.8071949169e+00
5.0961722802e+06,-1.8071943255e+00
5.4552883023e+06,-1.8071936848e+00
5.8144043244e+06,-1.8071930441e+00
6.1735203465e+06,-1.8071924034e+00
6.5326363686e+06,-1.8071917628e+00
6.8917523907e+06,-1.8071911223e+00
7.2232441034e+06,-1.8071905310e+00
7.5823601255e+06,-1.8071898904e+00
7.9414761476e+06,-1.8071892497e+00
8.3005921697e+06,-1.8071886092e+00
8.6597081918e+06,-1.8071879687e+00
8.9911999045e+06,-1.8071873775e+00
9.3503159266e+06,-1.8071867370e+00
9.7094319487e+06,-1.8071860965e+00
1.0068547971e+07,-1.8071854561e+00
1.0427663993e+07,-1.8071848157e+00
1.0759155706e+07,-1.8071842246e+00
1.1118271728e+07,-1.8071835842e+00
1.1477387750e+07,-1.8071829438e+00
1.1836503772e+07,-1.8071823035e+00
1.2195619794e+07,-1.8071816633e+00
1.2527111507e+07,-1.8071810723e+00
1.2886227529e+07,-1.8071804320e+00
1.3245343551e+07,-1.8071797918e+00
1.3604459573e+07,-1.8071791515e+00
1.3963575595e+07,-1.8071785113e+00
1.4295067308e+07,-1.8071779204e+00
1.4654183330e+07,-1.8071772802e+00
1.5013299352e+07,-1.8071766401e+00
1.5372415374e+07,-1.8071760001e+00
1.5731531396e+07,-1.8071753601e+00
1.6063023109e+07,-1.8071747692e+00
1.6422139131e+07,-1.8071741292e+00
1.6781255153e+07,-1.8071734892e+00
1.7140371175e+07,-1.8071728492e+00
1.7499487197e+07,-1.8071722092e+00
1.7830978910e+07,-1.8071716186e+00
1.8190094932e+07,-1.8071709786e+00
1.8549210954e+07,-1.8071703387e+00
1.8908326976e+07,-1.8071696989e+00
1.9267442998e+07,-1.8071690590e+00
1.9598934711e+07,-1.8071684683e+00
1.9958050733e+07,-1.8071678285e+00
2.0317166755e+07,-1.8071671888e+00
2.0676282777e+07,-1.8071665491e+00
2.1035398800e+07,-1.8071659094e+00
2.1366890512e+07,-1.8071653188e+00
2.1726006534e+07,-1.8071646791e+00
2.2085122556e+07,-1.8071640394e+00
2.2444238579e+07,-1.8071633998e+00
2.2803354601e+07,-1.8071627601e+00
2.3134846313e+07,-1.8071621697e+00
2.3493962335e+07,-1.8071615302e+00
2.3853078358e+07,-1.8071608906e+00
2.4212194380e+07,-1.8071602511e+00
2.4571310402e+07,-1.8071596116e+00
2.4902802114e+07,-1.8071590214e+00
2.5261918137e+07,-1.8071583819e+00
2.5621034159e+07,-1.8071577425e+00
2.5980150181e+07,-1.8071571031e+00
2.6339266203e+07,-1.8071564636e+00
2.6670757916e+07,-1.8071558734e+00
2.7029873938e+07,-1.8071552341e+00
2.7388989960e+07,-1.8071545948e+00
2.7748105982e+07,-1.8071539555e+00
2.8107222004e+07,-1.8071533162e+00
2.8438713717e+07,-1.8071527261e+00
