# time[s],voltage[V]
0.0000000000e+00,0.0000000000e+00
2.6127521152e-12,-3.0384057228e-04
7.3112158404e-12,-8.1899269095e-04
1.5074937412e-11,-1.6109043881e-03
2.9721732788e-11,-3.0015128099e-03
5.3924035469e-11,-5.1912100633e-03
9.5879231428e-11,-8.8881219927e-03
1.4515543166e-10,-1.3134858436e-02
1.9576954320e-10,-1.7397854965e-02
2.4476460312e-10,-2.1431274297e-02
3.0581998042e-10,-2.6332379574e-02
3.5466149486e-10,-3.0155502494e-02
4.1122073150e-10,-3.4477178082e-02
4.7671721100e-10,-3.9343897386e-02
5.3254610032e-10,-4.3378651087e-02
5.9486859096e-10,-4.7762658314e-02
6.4039394792e-10,-5.0887058559e-02
7.1526049836e-10,-5.5885895045e-02
7.6994904495e-10,-5.9430918501e-02
8.5988448106e-10,-6.5071690356e-02
9.2558055305e-10,-6.9048333160e-02
9.9627684123e-10,-7.3196672283e-02
1.0723539188e-09,-7.7513981576e-02
1.1542213248e-09,-8.1995829690e-02
1.1974628415e-09,-8.4296559899e-02
1.2888524555e-09,-8.9012731443e-02
1.3871978557e-09,-9.3873727779e-02
1.4930284562e-09,-9.8867776634e-02
1.5489270843e-09,-1.0141035618e-01
1.6670671135e-09,-1.0657657512e-01
1.7941989388e-09,-1.1183560395e-01
1.8613486534e-09,-1.1449359121e-01
2.0032675074e-09,-1.1985245224e-01
2.0782275776e-09,-1.2254723556e-01
2.2366533776e-09,-1.2795117014e-01
2.3203322457e-09,-1.3065336949e-01
2.4971849570e-09,-1.3603991603e-01
2.6874981653e-09,-1.4137699289e-01
2.7880196326e-09,-1.4401703730e-01
3.0004686584e-09,-1.4921974002e-01
3.1126820354e-09,-1.5177415332e-01
3.3498415524e-09,-1.5676853089e-01
3.6050515985e-09,-1.6158337590e-01
3.7398509039e-09,-1.6391368254e-01
4.0247450851e-09,-1.6840156874e-01
4.3313229447e-09,-1.7263650084e-01
4.6612348567e-09,-1.7659437146e-01
5.2037757273e-09,-1.8196953418e-01
5.6000911913e-09,-1.8515873428e-01
6.2518328506e-09,-1.8933488878e-01
7.2402372768e-09,-1.9378169471e-01
8.6981864823e-09,-1.9767760648e-01
1.3022597315e-08,-2.0147919388e-01
2.2577344568e-08,-2.0222660169e-01
4.0603033223e-08,-2.0225777581e-01
7.3018295192e-08,-2.0228252683e-01
1.2658113686e-07,-2.0232277212e-01
2.2763112615e-07,-2.0239723508e-01
3.9460570071e-07,-2.0251743180e-01
7.0961473394e-07,-2.0273781961e-01
1.2301343271e-06,-2.0308957397e-01
2.2121303838e-06,-2.0372307807e-01
3.8347765114e-06,-2.0470404143e-01
6.8960101707e-06,-2.0638185121e-01
1.1954379712e-05,-2.0878378153e-01
2.1497342183e-05,-2.1247023178e-01
3.4630331710e-05,-2.1643366125e-01
5.3777414539e-05,-2.2086245002e-01
7.7604333039e-05,-2.2498956333e-01
1.1198813709e-04,-2.2922288008e-01
1.6764348204e-04,-2.3351504274e-01
2.7005892404e-04,-2.3758522014e-01
4.6815277397e-04,-2.4123036086e-01
8.4187046311e-04,-2.4502955770e-01
1.4593999908e-03,-2.4912162198e-01
2.3509651785e-03,-2.5326261194e-01
3.6508118327e-03,-2.5769507478e-01
5.2683606035e-03,-2.6192374941e-01
7.0648725018e-03,-2.6570670028e-01
9.8279235201e-03,-2.7042648372e-01
1.2704629340e-02,-2.7444936621e-01
1.6423368204e-02,-2.7877177048e-01
2.0466041764e-02,-2.8269019385e-01
2.5503834551e-02,-2.8676257382e-01
3.1781698891e-02,-2.9092326495e-01
3.9604883037e-02,-2.9507975498e-01
5.1197524886e-02,-2.9976534242e-01
6.3799987276e-02,-3.0348693427e-01
8.5555794217e-02,-3.0779172022e-01
1.2346261494e-01,-3.1184184919e-01
2.1402501538e-01,-3.1527966174e-01
3.8487722016e-01,-3.1697527224e-01
6.6719268017e-01,-3.1811748557e-01
1.1998002364e+00,-3.1936721170e-01
2.1575785378e+00,-3.2074683948e-01
3.7402073490e+00,-3.2221853417e-01
6.7259455852e+00,-3.2406917511e-01
1.1659566809e+01,-3.2619117977e-01
2.0967182988e+01,-3.2907909537e-01
3.6347048567e+01,-3.3268984742e-01
5.8551902144e+01,-3.3691598216e-01
8.4494229932e+01,-3.4119801375e-01
1.1330677728e+02,-3.4552888438e-01
1.4119766462e+02,-3.4946930091e-01
1.7595399829e+02,-3.5415807714e-01
2.0375747847e+02,-3.5778588143e-01
2.4476909351e+02,-3.6299593851e-01
2.7323881465e+02,-3.6653765476e-01
3.0501992208e+02,-3.7043442511e-01
3.4049757164e+02,-3.7472538924e-01
3.8010171763e+02,-3.7945200613e-01
4.0903176944e+02,-3.8286585917e-01
4.5660730377e+02,-3.8841013031e-01
4.9136029840e+02,-3.9240300778e-01
5.2875839009e+02,-3.9664096746e-01
5.6900290073e+02,-4.0112540820e-01
6.1231047508e+02,-4.0585073609e-01
6.3518508770e+02,-4.0829941312e-01
6.8352987710e+02,-4.1335345409e-01
7.3555425331e+02,-4.1858473195e-01
7.6303299047e+02,-4.2125069467e-01
8.2110845533e+02,-4.2663979919e-01
8.5178331489e+02,-4.2934148944e-01
9.1661368604e+02,-4.3469575450e-01
9.8637838373e+02,-4.3988766371e-01
1.0232273751e+03,-4.4238411985e-01
1.1011065838e+03,-4.4710128085e-01
1.1849132835e+03,-4.5135955719e-01
1.2750986236e+03,-4.5507512019e-01
1.4234086153e+03,-4.5954532735e-01
1.5889689226e+03,-4.6273105450e-01
2.2104100309e+03,-4.6681082976e-01
3.8317918431e+03,-4.6747887471e-01
6.8906402842e+03,-4.6748395766e-01
1.1945068501e+04,-4.6748395892e-01
2.1480595392e+04,-4.6748395892e-01
3.5768124353e+04,-4.6748395892e-01
5.1768124353e+04,-4.6748395892e-01
6.6768124353e+04,-4.6748395892e-01
8.2768124353e+04,-4.6748395892e-01
9.7768124353e+04,-4.6748395892e-01
1.1376812435e+05,-4.6748395892e-01
1.2876812435e+05,-4.6748395892e-01
1.4476812435e+05,-4.6748395892e-01
1.5976812435e+05,-4.6748395891e-01
1.7576812435e+05,-4.6748395891e-01
1.9076812435e+05,-4.6748395891e-01
2.0676812435e+05,-4.6748395891e-01
2.2176812435e+05,-4.6748395891e-01
2.3776812435e+05,-4.6748395891e-01
2.5276812435e+05,-4.6748395891e-01
2.6876812435e+05,-4.6748395891e-01
2.8376812435e+05,-4.6748395891e-01
2.9976812435e+05,-4.6748395891e-01
3.1476812435e+05,-4.6748395891e-01
3.3076812435e+05,-4.6748395891e-01
3.4576812435e+05,-4.6748395891e-01
3.6176812435e+05,-4.6748395891e-01
3.7676812435e+05,-4.6748395891e-01
3.9276812435e+05,-4.6748395891e-01
4.0776812435e+05,-4.6748395891e-01
4.2376812435e+05,-4.6748395891e-01
4.3876812435e+05,-4.6748395891e-01
4.5476812435e+05,-4.6748395891e-01
4.6976812435e+05,-4.6748395891e-01
4.8576812435e+05,-4.6748395891e-01
5.0076812435e+05,-4.6748395890e-01
5.1676812435e+05,-4.6748395890e-01
5.3176812435e+05,-4.6748395890e-01
5.4776812435e+05,-4.6748395890e-01
5.6276812435e+05,-4.6748395891e-01
5.7876812435e+05,-4.6748395891e-01
5.9376812435e+05,-4.6748395891e-01
6.0976812435e+05,-4.6748395891e-01
6.2476812435e+05,-4.6748395891e-01
6.4076812435e+05,-4.6748395891e-01
6.5576812435e+05,-4.6748395890e-01
6.7176812435e+05,-4.6748395891e-01
6.8676812435e+05,-4.6748395891e-01
7.0276812435e+05,-4.6748395891e-01
7.1776812435e+05,-4.6748395891e-01
7.3376812435e+05,-4.6748395891e-01
7.4876812435e+05,-4.6748395891e-01
7.6476812435e+05,-4.6748395891e-01
7.7976812435e+05,-4.6748395891e-01
7.9576812435e+05,-4.6748395891e-01
8.1076812435e+05,-4.6748395891e-01
8.2676812435e+05,-4.6748395891e-01
8.4176812435e+05,-4.6748395891e-01
8.5776812435e+05,-4.6748395891e-01
8.7276812435e+05,-4.6748395891e-01
8.8876812435e+05,-4.6748395891e-01
9.0376812435e+05,-4.6748395891e-01
9.1976812435e+05,-4.6748395891e-01
9.3476812435e+05,-4.6748395891e-01
9.5076812435e+05,-4.6748395891e-01
9.6576812435e+05,-4.6748395891e-01
9.8176812435e+05,-4.6748395891e-01
9.9676812435e+05,-4.6748395891e-01
1.0127681244e+06,-4.6748395891e-01
1.0277681244e+06,-4.6748395891e-01
