# time[s],voltage[V]
0.0000000000e+00,-2.5530154805e-02
8.1590080090e-11,-4.0010355308e-02
1.2686802736e-10,-4.7785850635e-02
2.0100629269e-10,-6.0130395265e-02
2.5493183208e-10,-6.8816537159e-02
3.4322969424e-10,-8.2526677939e-02
4.0745442114e-10,-9.2113409605e-02
4.7633001771e-10,-1.0204738482e-01
5.5019327929e-10,-1.1231595471e-01
6.2940539045e-10,-1.2290254770e-01
7.1435369114e-10,-1.3378637576e-01
8.0545357073e-10,-1.4494217563e-01
9.0315049928e-10,-1.5633999910e-01
1.0079222058e-09,-1.6794506812e-01
1.1202810143e-09,-1.7971771163e-01
1.2407763490e-09,-1.9161340208e-01
1.3699974210e-09,-2.0358290952e-01
1.4380758211e-09,-2.0957874255e-01
1.5815844452e-09,-2.2155713093e-01
1.7354853270e-09,-2.3346795899e-01
1.9005310276e-09,-2.4524883230e-01
2.0775286053e-09,-2.5683521095e-01
2.2673435620e-09,-2.6816144101e-01
2.4709040754e-09,-2.7916194676e-01
2.6892055378e-09,-2.8977256335e-01
2.9233154231e-09,-2.9993197827e-01
3.1743785073e-09,-3.0958323887e-01
3.4436224658e-09,-3.1867527117e-01
3.8844834418e-09,-3.3117145063e-01
4.3740889769e-09,-3.4220327033e-01
4.9178285976e-09,-3.5171277597e-01
5.7374624781e-09,-3.6202939820e-01
6.9370883840e-09,-3.7136758824e-01
1.1240680371e-08,-3.8198048381e-01
2.1565552333e-08,-3.8370201732e-01
4.0936579086e-08,-3.8374149606e-01
7.7279565113e-08,-3.8377326367e-01
1.4546452248e-07,-3.8382717178e-01
2.7338985058e-07,-3.8391707674e-01
5.1339718066e-07,-3.8406852551e-01
9.6368735653e-07,-3.8433124695e-01
1.8085000646e-06,-3.8479792886e-01
3.3934969179e-06,-3.8563597382e-01
6.3671915612e-06,-3.8714328834e-01
1.1946294014e-05,-3.8983194787e-01
2.2413536927e-05,-3.9451015172e-01
4.2051673190e-05,-4.0219097837e-01
7.6185480097e-05,-4.1258273578e-01
1.3328411578e-04,-4.2348050188e-01
2.5006170537e-04,-4.3219853012e-01
4.6915418615e-04,-4.3516225064e-01
8.8020493063e-04,-4.3611010077e-01
1.6513985103e-03,-4.3714212161e-01
3.0982747057e-03,-4.3849695109e-01
5.8128340331e-03,-4.4025263682e-01
1.0905759306e-02,-4.4249181491e-01
2.0460860044e-02,-4.4529646044e-01
3.8387679156e-02,-4.4873775911e-01
7.2021112470e-02,-4.5286258579e-01
1.3512253774e-01,-4.5767899274e-01
2.5351038811e-01,-4.6315145529e-01
4.7562396251e-01,-4.6923414168e-01
8.9234273710e-01,-4.7598008284e-01
1.6741704015e+00,-4.8371922748e-01
3.1409977537e+00,-4.9321234000e-01
5.4950605806e+00,-5.0402367361e-01
8.9642557034e+00,-5.1543787254e-01
1.4121292018e+01,-5.2613471083e-01
2.4704683415e+01,-5.3666616273e-01
4.6349735387e+01,-5.4710975262e-01
7.5611701397e+01,-5.5835409019e-01
1.0356738092e+02,-5.6844267802e-01
1.3698575986e+02,-5.8006791987e-01
1.6895254774e+02,-5.9088716070e-01
2.0122063424e+02,-6.0157146467e-01
2.3965157191e+02,-6.1403796793e-01
2.6614906388e+02,-6.2249585216e-01
3.0609142110e+02,-6.3506627635e-01
3.3993495030e+02,-6.4557026473e-01
3.7752044804e+02,-6.5709393403e-01
4.1926165157e+02,-6.6971719173e-01
4.4962271957e+02,-6.7876287822e-01
4.8218240136e+02,-6.8829286728e-01
5.1709991080e+02,-6.9824096897e-01
5.7427395987e+02,-7.1363043534e-01
6.1586033125e+02,-7.2384310774e-01
6.6045820306e+02,-7.3361178423e-01
7.0828565482e+02,-7.4252655847e-01
7.8659848749e+02,-7.5349740079e-01
9.0464736325e+02,-7.6283164499e-01
1.5282789343e+03,-7.6910566264e-01
2.8672832197e+03,-7.6912684272e-01
5.3794584726e+03,-7.6912684230e-01
1.0092680507e+04,-7.6912684230e-01
1.8935400344e+04,-7.6912684230e-01
3.5525684772e+04,-7.6912684230e-01
6.6651576179e+04,-7.6912684230e-01
1.2504847227e+05,-7.6912684230e-01
2.3460991193e+05,-7.6912684230e-01
4.4016380030e+05,-7.6912684230e-01
7.8219269532e+05,-7.6912684231e-01
