# time[s],voltage[V]
0.0000000000e+00,0.0000000000e+00
1.8110618515e-09,-2.1471176031e-03
4.2648129745e-09,-5.4078872731e-03
7.0650576126e-09,-8.6528519326e-03
1.0268599104e-08,-1.1822277212e-02
1.4278215044e-08,-1.5227303837e-02
1.8391817182e-08,-1.8275423454e-02
2.3640697257e-08,-2.1701977122e-02
2.9278618430e-08,-2.4953572194e-02
3.4965314834e-08,-2.7887406224e-02
4.1733358643e-08,-3.1021166122e-02
4.9788372264e-08,-3.4345566078e-02
5.9375078004e-08,-3.7845594687e-02
6.8341204344e-08,-4.0758343614e-02
7.8647138145e-08,-4.3757313110e-02
9.0493086717e-08,-4.6827614485e-02
1.0781995198e-07,-5.0740857011e-02
1.2402519152e-07,-5.3910735914e-02
1.4265197857e-07,-5.7096711522e-02
1.6406216476e-07,-6.0282039228e-02
1.8867167315e-07,-6.3451268845e-02
2.1695857820e-07,-6.6590833641e-02
2.4947239296e-07,-6.9689513638e-02
2.8684474415e-07,-7.2738725779e-02
3.2980164247e-07,-7.5732604294e-02
3.9263395889e-07,-7.9392362521e-02
4.5139893015e-07,-8.2253176058e-02
5.3735344301e-07,-8.5747509966e-02
6.1774383390e-07,-8.8480940399e-02
7.3532947617e-07,-9.1826092516e-02
8.7527448492e-07,-9.5098898202e-02
1.0418305805e-06,-9.8306976703e-02
1.2400579645e-06,-1.0145728290e-01
1.4759790553e-06,-1.0455587119e-01
1.7567614576e-06,-1.0760768568e-01
2.1650391967e-06,-1.1121311464e-01
2.5768490607e-06,-1.1417287632e-01
3.0669661695e-06,-1.1709301133e-01
3.7796315767e-06,-1.2054471781e-01
4.6578639059e-06,-1.2393688614e-01
5.5436940685e-06,-1.2671468581e-01
6.8317546202e-06,-1.2998315642e-01
8.4190582933e-06,-1.3317239724e-01
1.0375125457e-05,-1.3627096452e-01
1.3238640839e-05,-1.3975172989e-01
1.6892433385e-05,-1.4306106704e-01
2.1554604942e-05,-1.4616571054e-01
2.7503449427e-05,-1.4902545645e-01
3.7624907581e-05,-1.5226519123e-01
5.7138047671e-05,-1.5562870420e-01
1.3644064299e-04,-1.5777199466e-01
2.4660123666e-04,-1.5435330005e-01
3.2580707237e-04,-1.5126898323e-01
4.1572395792e-04,-1.4787000666e-01
5.1230538207e-04,-1.4451576613e-01
6.0972235912e-04,-1.4147058449e-01
7.2566355264e-04,-1.3825078528e-01
8.6365141434e-04,-1.3490413363e-01
9.9270686205e-04,-1.3216479051e-01
1.1814740460e-03,-1.2869485827e-01
1.4061360430e-03,-1.2520321079e-01
1.6162549206e-03,-1.2241099333e-01
1.9235921892e-03,-1.1893802667e-01
2.2110344926e-03,-1.1618249113e-01
2.6314714066e-03,-1.1277581814e-01
3.1318560324e-03,-1.0941868742e-01
3.7273907379e-03,-1.0611699000e-01
4.2843744979e-03,-1.0351825803e-01
5.0990650651e-03,-1.0032534900e-01
6.2836835458e-03,-9.6577494737e-02
7.4785504922e-03,-9.3525174910e-02
8.9006260284e-03,-9.0537653819e-02
1.0968425791e-02,-8.7037568344e-02
1.3054114667e-02,-8.4190535280e-02
1.6086855793e-02,-8.0856164988e-02
1.9824165441e-02,-7.7609673648e-02
2.4429729462e-02,-7.4449278084e-02
3.0105261312e-02,-7.1373353490e-02
3.7099336661e-02,-6.8381092154e-02
4.7338066041e-02,-6.4996278782e-02
6.0402494933e-02,-6.1727313271e-02
7.7072464024e-02,-5.8576635152e-02
9.8343035571e-02,-5.5548047705e-02
1.2992974886e-01,-5.2242246465e-02
1.7166177081e-01,-4.9108417832e-02
2.3483304041e-01,-4.5796167916e-02
3.2125124071e-01,-4.2717436683e-02
4.5504154555e-01,-3.9576096640e-02
6.9103259533e-01,-3.6197974684e-02
1.0494119765e+00,-3.3241024098e-02
1.8317913079e+00,-2.9923947336e-02
3.6752633671e+00,-2.6724879118e-02
1.2005760293e+01,-2.4444072934e-02
4.8329757013e+01,-2.5151648079e-02
1.9455372720e+02,-2.5296429628e-02
7.8318524876e+02,-2.5377716991e-02
3.1527493340e+03,-2.5452667848e-02
1.2691541853e+04,-2.5468641022e-02
5.1090403181e+04,-2.5468671397e-02
2.0566683918e+05,-2.5468671397e-02
7.8449793524e+05,-2.5468671397e-02
