# time[s],voltage[V]
0.0000000000e+00,0.0000000000e+00
2.7984941067e-11,-1.1054410706e-03
6.1134131801e-11,-2.3347141713e-03
9.1279521638e-11,-3.3837404983e-03
1.2020196087e-10,-4.3339639046e-03
1.6361332922e-10,-5.6666769303e-03
1.9420983319e-10,-6.5449111073e-03
2.4124380758e-10,-7.8071708737e-03
2.8187487667e-10,-8.8208513392e-03
3.2775794365e-10,-9.8898222890e-03
3.7957188512e-10,-1.1011496457e-02
4.3808332969e-10,-1.2182814972e-02
4.8123485837e-10,-1.2989624770e-02
5.5288732367e-10,-1.4236168460e-02
6.3380163232e-10,-1.5523225977e-02
6.9347501990e-10,-1.6402084714e-02
7.5818582747e-10,-1.7296425227e-02
8.6563715160e-10,-1.8664683064e-02
9.4488128799e-10,-1.9593023730e-02
1.0308149390e-09,-2.0532757242e-02
1.1735064758e-09,-2.1960107558e-02
1.2787398706e-09,-2.2920483724e-02
1.3928567028e-09,-2.3884862314e-02
1.5166068814e-09,-2.4850000383e-02
1.7220921945e-09,-2.6290507649e-02
1.8736352891e-09,-2.7239263006e-02
2.0379711250e-09,-2.8172556558e-02
2.3108483125e-09,-2.9530601399e-02
2.5120921524e-09,-3.0398954783e-02
2.8462545262e-09,-3.1630249617e-02
3.0926954979e-09,-3.2394872012e-02
3.5019070302e-09,-3.3444172034e-02
4.1309607532e-09,-3.4640080550e-02
5.0751440102e-09,-3.5787215161e-02
6.4920905045e-09,-3.6677188364e-02
1.4104744364e-08,-3.7405838959e-02
3.5932121674e-08,-3.7421704883e-02
8.7732621846e-08,-3.7426217861e-02
2.1405821565e-07,-3.7431298178e-02
5.4372242884e-07,-3.7436103245e-02
1.3260780407e-06,-3.7441424428e-02
3.2340043525e-06,-3.7448996886e-02
8.2130035199e-06,-3.7460991504e-02
2.0029111500e-05,-3.7478569165e-02
4.8844988802e-05,-3.7505217647e-02
1.2404402988e-04,-3.7547488661e-02
3.0250559605e-04,-3.7607897181e-02
7.3771883228e-04,-3.7695965852e-02
1.8734683251e-03,-3.7829531924e-02
4.5688169672e-03,-3.8013851370e-02
1.1141948821e-02,-3.8280271775e-02
2.8295450939e-02,-3.8694997218e-02
6.9003960107e-02,-3.9297945648e-02
1.6827957669e-01,-4.0220901567e-02
3.4897679717e-01,-4.1339094423e-02
5.9097808570e-01,-4.2436530828e-02
8.8624135359e-01,-4.3498117060e-02
1.2762465523e+00,-4.4653566246e-02
1.6948100311e+00,-4.5707853981e-02
2.1612718967e+00,-4.6736686651e-02
2.7561178691e+00,-4.7896165481e-02
3.3751113381e+00,-4.8973421571e-02
4.1331238670e+00,-5.0161493928e-02
4.8603850311e+00,-5.1197598468e-02
5.7156144869e+00,-5.2313699229e-02
6.4544184591e+00,-5.3204477523e-02
7.5901327598e+00,-5.4463518305e-02
8.5712381590e+00,-5.5459511043e-02
9.6791618675e+00,-5.6496754030e-02
1.0930296501e+01,-5.7570966490e-02
1.2343153595e+01,-5.8676465964e-02
1.3938637497e+01,-5.9806280793e-02
1.5740354665e+01,-6.0952362339e-02
1.7774962944e+01,-6.2105870812e-02
1.9275463540e+01,-6.2874416389e-02
2.1767022245e+01,-6.4019545979e-02
2.4580641417e+01,-6.5147149618e-02
2.7757950796e+01,-6.6248246685e-02
3.1345961212e+01,-6.7314472410e-02
3.5397760141e+01,-6.8338271972e-02
4.1626321654e+01,-6.9626061363e-02
4.7006966527e+01,-7.0526897739e-02
5.5278274694e+01,-7.1633102914e-02
6.5004995619e+01,-7.2623406278e-02
7.9604395810e+01,-7.3687445066e-02
1.0571180646e+02,-7.4825016732e-02
1.7901866692e+02,-7.5710530416e-02
3.7124743376e+02,-7.4712617223e-02
6.0372647509e+02,-7.3712695575e-02
1.4138376841e+03,-7.2795059883e-02
3.4479181552e+03,-7.2496527484e-02
8.4084189711e+03,-7.2405650429e-02
2.1353536023e+04,-7.2400886497e-02
5.2074750419e+04,-7.2400882583e-02
1.2699440637e+05,-7.2400882583e-02
3.2250767243e+05,-7.2400882583e-02
7.2363829906e+05,-7.2400882583e-02
1.1636382991e+06,-7.2400882583e-02
1.6236382991e+06,-7.2400882583e-02
2.0636382991e+06,-7.2400882583e-02
2.5036382991e+06,-7.2400882583e-02
