# time[s],voltage[V]
0.0000000000e+00,0.0000000000e+00
6.9047921012e-11,-6.3999088471e-04
1.1925341499e-10,-1.0909360664e-03
1.7307946267e-10,-1.5613465083e-03
2.3078715915e-10,-2.0511044131e-03
2.9265642834e-10,-2.5599398037e-03
3.5898738077e-10,-3.0874130532e-03
4.3010176935e-10,-3.6328974788e-03
4.6755959963e-10,-3.9121427181e-03
5.4650364025e-10,-4.4830183447e-03
6.3114070597e-10,-5.0694118756e-03
6.7572128813e-10,-5.3679981481e-03
7.6967684463e-10,-5.9749541638e-03
8.1916572247e-10,-6.2828778084e-03
9.2346573004e-10,-6.9063796884e-03
1.0352873004e-09,-7.5382495838e-03
1.0941866806e-09,-7.8565731370e-03
1.2183197396e-09,-8.4963623770e-03
1.2837039066e-09,-8.8171294762e-03
1.4215039419e-09,-9.4585586270e-03
1.4940868669e-09,-9.7784428337e-03
1.6470586043e-09,-1.0414523978e-02
1.7276328664e-09,-1.0729882868e-02
1.8974467015e-09,-1.1353091407e-02
1.9868921420e-09,-1.1660069526e-02
2.1754023797e-09,-1.2262584507e-02
2.3775069749e-09,-1.2846949412e-02
2.4839608133e-09,-1.3131261109e-02
2.7083170047e-09,-1.3682097135e-02
2.9488525736e-09,-1.4206652074e-02
3.2067342907e-09,-1.4702107801e-02
3.4832130683e-09,-1.5166013452e-02
3.7796300274e-09,-1.5596358896e-02
4.0974230041e-09,-1.5991638828e-02
4.6175947693e-09,-1.6516893758e-02
5.1950371375e-09,-1.6960545847e-02
6.0650447917e-09,-1.7429545935e-02
7.6197781845e-09,-1.7899762390e-02
1.2340466513e-08,-1.8279703158e-02
2.1233818503e-08,-1.8327525394e-02
3.6226345360e-08,-1.8329291267e-02
6.1500939439e-08,-1.8330577422e-02
1.0410917433e-07,-1.8332752228e-02
1.7593868322e-07,-1.8336367692e-02
2.9702979063e-07,-1.8342268486e-02
5.0116673271e-07,-1.8351787109e-02
8.4530340804e-07,-1.8367110667e-02
1.4254534294e-06,-1.8391874361e-02
2.4034777769e-06,-1.8432052221e-02
4.1958358208e-06,-1.8502881059e-02
7.0738239468e-06,-1.8611894160e-02
1.1925573245e-05,-1.8786291598e-02
2.0104714442e-05,-1.9059143030e-02
3.3893215584e-05,-1.9469095918e-02
5.3294673521e-05,-1.9957191478e-02
7.8164992697e-05,-2.0459924717e-02
1.0692982137e-04,-2.0906989032e-02
1.5146274595e-04,-2.1393455556e-02
2.3001381611e-04,-2.1876416987e-02
3.8776067160e-04,-2.2225899252e-02
6.5369234395e-04,-2.2354952560e-02
1.1020033682e-03,-2.2423270363e-02
1.8577718432e-03,-2.2500387945e-02
3.1318560323e-03,-2.2596470762e-02
5.2797235004e-03,-2.2714727740e-02
8.9006260281e-03,-2.2857992122e-02
1.5536405382e-02,-2.3040743645e-02
2.6191471902e-02,-2.3240919975e-02
4.4153919710e-02,-2.3467645888e-02
7.4435244623e-02,-2.3716892599e-02
1.2548389057e-01,-2.3981657647e-02
2.1154235269e-01,-2.4252200725e-02
3.5662081196e-01,-2.4516996280e-02
6.0119593947e-01,-2.4764317249e-02
1.0135038265e+00,-2.4984187465e-02
1.7085777510e+00,-2.5170072511e-02
2.8803422883e+00,-2.5319574569e-02
4.8557179751e+00,-2.5431995993e-02
8.1858316453e+00,-2.5500942709e-02
1.3799779985e+01,-2.5519766763e-02
2.3263846103e+01,-2.5507320874e-02
3.9218490158e+01,-2.5495325045e-02
6.6115033749e+01,-2.5495375617e-02
1.1540648174e+02,-2.5500933051e-02
1.9455372720e+02,-2.5504237602e-02
3.2798116878e+02,-2.5504337130e-02
5.5291486122e+02,-2.5501125660e-02
9.3211096508e+02,-2.5494436541e-02
1.5713646208e+03,-2.5484855161e-02
2.6490266330e+03,-2.5475174047e-02
4.4657630760e+03,-2.5468897675e-02
7.5284406741e+03,-2.5466695891e-02
1.2691541853e+04,-2.5466382768e-02
2.1395564045e+04,-2.5466370958e-02
3.6068916300e+04,-2.5466370894e-02
6.0805441741e+04,-2.5466370894e-02
1.0250659362e+05,-2.5466370894e-02
1.7280693033e+05,-2.5466370894e-02
2.9132013968e+05,-2.5466370894e-02
4.9111122812e+05,-2.5466370894e-02
7.8449793524e+05,-2.5466370894e-02
