# partialI(time[s],x[cm]) [A/cm2]
nan,0.0000000000e+00,0.0000000000e+00,5.2801910246e-09,1.0560382049e-08,1.5840573074e-08,2.1120764098e-08,2.6400955123e-08,3.1681146148e-08,3.6961337172e-08,4.2241528197e-08,4.7521719221e-08,5.2801910246e-08,5.8082101271e-08,6.3362292295e-08,6.8642483320e-08,7.3922674344e-08,7.9202865369e-08,8.4483056393e-08,8.9763247418e-08,9.5043438443e-08,1.0032362947e-07,1.0560382049e-07,1.1088373798e-07,1.1900085878e-07,1.3147977539e-07,1.5066433155e-07,1.8015785302e-07,2.2549993973e-07,2.9520693720e-07,4.0237151321e-07,5.6712177885e-07,8.2040183687e-07,1.2097838360e-06,1.8084031762e-06,2.7286951141e-06,4.1435128353e-06,6.3185934831e-06,9.6624700500e-06,1.4803203800e-05,2.2706349432e-05,3.4856309716e-05,5.3535142395e-05,8.2251186075e-05,1.2639801146e-04,1.9426746497e-04,2.9860707896e-04,4.5901436803e-04,7.0561771841e-04,1.0847352309e-03,1.6675743855e-03,2.5636065366e-03,3.9411282924e-03,6.0588717076e-03,7.4363934634e-03,8.3324256145e-03,8.9152647691e-03,9.2943822816e-03,9.5409856320e-03,9.7013929210e-03,9.8057325350e-03,9.8736019885e-03,9.9177488139e-03,9.9464648576e-03,9.9651436903e-03,9.9772936506e-03,9.9851967962e-03,9.9903375300e-03,9.9936814065e-03,9.9958564872e-03,9.9972713049e-03,9.9981915968e-03,9.9987902162e-03,9.9991795982e-03,9.9994328782e-03,9.9995976285e-03,9.9997047931e-03,9.9997745001e-03,9.9998198421e-03,9.9998493357e-03,9.9998685202e-03,9.9998809991e-03,9.9998891163e-03,9.9998943962e-03,9.9998996764e-03,9.9999049566e-03,9.9999102368e-03,9.9999155169e-03,9.9999207971e-03,9.9999260773e-03,9.9999313575e-03,9.9999366377e-03,9.9999419179e-03,9.9999471981e-03,9.9999524783e-03,9.9999577585e-03,9.9999630387e-03,9.9999683189e-03,9.9999735990e-03,9.9999788792e-03,9.9999841594e-03,9.9999894396e-03,9.9999947198e-03,1.0000000000e-02,1.0000000000e-02
0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
6.9047921012e-11,-7.7188121072e-03,-7.7188121072e-03,-7.7188121085e-03,-7.7188173333e-03,-7.7188225766e-03,-7.7188261484e-03,-7.7188281841e-03,-7.7188292226e-03,-7.7188297072e-03,-7.7188299108e-03,-7.7188299803e-03,-7.7188299884e-03,-7.7188299693e-03,-7.7188299384e-03,-7.7188299026e-03,-7.7188298648e-03,-7.7188298260e-03,-7.7188297869e-03,-7.7188297476e-03,-7.7188297081e-03,-7.7188296682e-03,-7.7188296277e-03,-7.7188295861e-03,-7.7188295225e-03,-7.7188294251e-03,-7.7188292757e-03,-7.7188290460e-03,-7.7188286929e-03,-7.7188281500e-03,-7.7188273155e-03,-7.7188260324e-03,-7.7188240599e-03,-7.7188210275e-03,-7.7188163656e-03,-7.7188091985e-03,-7.7187981802e-03,-7.7187812412e-03,-7.7187552000e-03,-7.7187151655e-03,-7.7186536188e-03,-7.7185590008e-03,-7.7184135421e-03,-7.7181899272e-03,-7.7178461681e-03,-7.7173177275e-03,-7.7165054198e-03,-7.7152568358e-03,-7.7133378435e-03,-7.7103889127e-03,-7.7058582959e-03,-7.6989000689e-03,-7.6882191882e-03,-7.6753029033e-03,-7.6646658301e-03,-7.6577573623e-03,-7.6532681092e-03,-7.6503498908e-03,-7.6484524865e-03,-7.6472186263e-03,-7.6464161843e-03,-7.6458942829e-03,-7.6455548291e-03,-7.6453340364e-03,-7.6451904227e-03,-7.6450970087e-03,-7.6450362468e-03,-7.6449967236e-03,-7.6449710152e-03,-7.6449542928e-03,-7.6449434154e-03,-7.6449363401e-03,-7.6449317378e-03,-7.6449287442e-03,-7.6449267969e-03,-7.6449255304e-03,-7.6449247064e-03,-7.6449241705e-03,-7.6449238218e-03,-7.6449235949e-03,-7.6449234450e-03,-7.6449233273e-03,-7.6449231734e-03,-7.6449229263e-03,-7.6449223595e-03,-7.6449209518e-03,-7.6449173657e-03,-7.6449082004e-03,-7.6448847872e-03,-7.6448253059e-03,-7.6446752163e-03,-7.6442996853e-03,-7.6433692083e-03,-7.6410898484e-03,-7.6355803695e-03,-7.6224731982e-03,-7.5918826703e-03,-7.5221494012e-03,-7.3678256784e-03,-7.0391458027e-03,-6.3742863681e-03,-5.1238319492e-03,-3.0172354716e-03,-6.3329083296e-05,-6.3329083296e-05
1.1925341499e-10,-7.7188167392e-03,-7.7188167392e-03,-7.7188167401e-03,-7.7188187933e-03,-7.7188217343e-03,-7.7188245057e-03,-7.7188266184e-03,-7.7188280211e-03,-7.7188288590e-03,-7.7188293125e-03,-7.7188295297e-03,-7.7188296114e-03,-7.7188296196e-03,-7.7188295895e-03,-7.7188295401e-03,-7.7188294813e-03,-7.7188294180e-03,-7.7188293525e-03,-7.7188292859e-03,-7.7188292185e-03,-7.7188291503e-03,-7.7188290812e-03,-7.7188290107e-03,-7.7188289023e-03,-7.7188287361e-03,-7.7188284809e-03,-7.7188280887e-03,-7.7188274857e-03,-7.7188265587e-03,-7.7188251335e-03,-7.7188229426e-03,-7.7188195743e-03,-7.7188143961e-03,-7.7188064353e-03,-7.7187941967e-03,-7.7187753817e-03,-7.7187464565e-03,-7.7187019882e-03,-7.7186336253e-03,-7.7185285284e-03,-7.7183669604e-03,-7.7181185805e-03,-7.7177367508e-03,-7.7171497867e-03,-7.7162475189e-03,-7.7148606605e-03,-7.7127291535e-03,-7.7094536599e-03,-7.7044213491e-03,-7.6966926655e-03,-7.6848292693e-03,-7.6666342651e-03,-7.6446560038e-03,-7.6265764094e-03,-7.6148441029e-03,-7.6072243913e-03,-7.6022729920e-03,-7.5990543720e-03,-7.5969616548e-03,-7.5956007875e-03,-7.5947157474e-03,-7.5941401255e-03,-7.5937657310e-03,-7.5935222118e-03,-7.5933638157e-03,-7.5932607865e-03,-7.5931937704e-03,-7.5931501790e-03,-7.5931218244e-03,-7.5931033807e-03,-7.5930913838e-03,-7.5930835801e-03,-7.5930785042e-03,-7.5930752023e-03,-7.5930730548e-03,-7.5930716577e-03,-7.5930707490e-03,-7.5930701578e-03,-7.5930697690e-03,-7.5930694537e-03,-7.5930688307e-03,-7.5930671042e-03,-7.5930637718e-03,-7.5930561250e-03,-7.5930383104e-03,-7.5929969226e-03,-7.5929014793e-03,-7.5926835179e-03,-7.5921912748e-03,-7.5910936134e-03,-7.5886806273e-03,-7.5834613608e-03,-7.5723786481e-03,-7.5493396354e-03,-7.5026113703e-03,-7.4105382215e-03,-7.2352506647e-03,-6.9151020866e-03,-6.3593893851e-03,-5.4542297767e-03,-4.0947296457e-03,-2.2568475975e-03,-9.0937123205e-05,-9.0937123205e-05
1.7307946267e-10,-7.7188191173e-03,-7.7188191173e-03,-7.7188191181e-03,-7.7188201759e-03,-7.7188219207e-03,-7.7188238597e-03,-7.7188256130e-03,-7.7188269917e-03,-7.7188279644e-03,-7.7188285876e-03,-7.7188289478e-03,-7.7188291272e-03,-7.7188291910e-03,-7.7188291844e-03,-7.7188291368e-03,-7.7188290664e-03,-7.7188289834e-03,-7.7188288936e-03,-7.7188288001e-03,-7.7188287044e-03,-7.7188286071e-03,-7.7188285083e-03,-7.7188284078e-03,-7.7188282529e-03,-7.7188280146e-03,-7.7188276487e-03,-7.7188270863e-03,-7.7188262217e-03,-7.7188248925e-03,-7.7188228490e-03,-7.7188197074e-03,-7.7188148777e-03,-7.7188074528e-03,-7.7187960380e-03,-7.7187784894e-03,-7.7187515111e-03,-7.7187100359e-03,-7.7186462743e-03,-7.7185482511e-03,-7.7183975572e-03,-7.7181658935e-03,-7.7178097594e-03,-7.7172622913e-03,-7.7164207254e-03,-7.7151271464e-03,-7.7131389460e-03,-7.7100835359e-03,-7.7053890296e-03,-7.6981783922e-03,-7.6871084001e-03,-7.6701260367e-03,-7.6441032994e-03,-7.6127073170e-03,-7.5869114836e-03,-7.5701868527e-03,-7.5593311090e-03,-7.5522795511e-03,-7.5476968637e-03,-7.5447177181e-03,-7.5427806189e-03,-7.5415209114e-03,-7.5407016452e-03,-7.5401687955e-03,-7.5398222180e-03,-7.5395967908e-03,-7.5394501621e-03,-7.5393547868e-03,-7.5392927491e-03,-7.5392523960e-03,-7.5392261477e-03,-7.5392090742e-03,-7.5391979684e-03,-7.5391907445e-03,-7.5391860455e-03,-7.5391829892e-03,-7.5391810010e-03,-7.5391797077e-03,-7.5391788647e-03,-7.5391782611e-03,-7.5391771636e-03,-7.5391724800e-03,-7.5391587927e-03,-7.5391343023e-03,-7.5390823088e-03,-7.5389713255e-03,-7.5387361954e-03,-7.5382435710e-03,-7.5372248049e-03,-7.5351482825e-03,-7.5309832653e-03,-7.5227771946e-03,-7.5069286716e-03,-7.4769980270e-03,-7.4218842426e-03,-7.3232744706e-03,-7.1525532543e-03,-6.8679957694e-03,-6.4141677735e-03,-5.7268217008e-03,-4.7472710579e-03,-3.4481366911e-03,-1.8648186138e-03,-1.1437110597e-04,-1.1437110597e-04
2.3078715915e-10,-7.7188205763e-03,-7.7188205763e-03,-7.7188205771e-03,-7.7188212090e-03,-7.7188223227e-03,-7.7188236772e-03,-7.7188250354e-03,-7.7188262284e-03,-7.7188271721e-03,-7.7188278528e-03,-7.7188282996e-03,-7.7188285604e-03,-7.7188286844e-03,-7.7188287140e-03,-7.7188286816e-03,-7.7188286101e-03,-7.7188285147e-03,-7.7188284051e-03,-7.7188282870e-03,-7.7188281639e-03,-7.7188280374e-03,-7.7188279083e-03,-7.7188277769e-03,-7.7188275737e-03,-7.7188272605e-03,-7.7188267789e-03,-7.7188260386e-03,-7.7188249005e-03,-7.7188231509e-03,-7.7188204611e-03,-7.7188163259e-03,-7.7188099686e-03,-7.7188001953e-03,-7.7187851702e-03,-7.7187620713e-03,-7.7187265602e-03,-7.7186719673e-03,-7.7185880394e-03,-7.7184590143e-03,-7.7182606613e-03,-7.7179557332e-03,-7.7174869765e-03,-7.7167663934e-03,-7.7156587495e-03,-7.7139562592e-03,-7.7113397602e-03,-7.7073192439e-03,-7.7011429446e-03,-7.6916587938e-03,-7.6771042880e-03,-7.6547901602e-03,-7.6206298025e-03,-7.5794682995e-03,-7.5456917989e-03,-7.5238136838e-03,-7.5096216290e-03,-7.5004065994e-03,-7.4944194692e-03,-7.4905279732e-03,-7.4879979246e-03,-7.4863527366e-03,-7.4852828182e-03,-7.4845869657e-03,-7.4841343765e-03,-7.4838399991e-03,-7.4836485234e-03,-7.4835239779e-03,-7.4834429664e-03,-7.4833902717e-03,-7.4833559957e-03,-7.4833337005e-03,-7.4833191982e-03,-7.4833097649e-03,-7.4833036288e-03,-7.4832996378e-03,-7.4832970415e-03,-7.4832953525e-03,-7.4832942364e-03,-7.4832930621e-03,-7.4832874460e-03,-7.4832607023e-03,-7.4831902732e-03,-7.4830759162e-03,-7.4828509583e-03,-7.4824080779e-03,-7.4815444677e-03,-7.4798823079e-03,-7.4767305336e-03,-7.4708515727e-03,-7.4600815401e-03,-7.4407380920e-03,-7.4067462758e-03,-7.3484374219e-03,-7.2510598394e-03,-7.0932208480e-03,-6.8457873166e-03,-6.4721847661e-03,-5.9314093094e-03,-5.1850603578e-03,-4.2087867429e-03,-3.0062722861e-03,-1.6205962282e-03,-1.3546071957e-04,-1.3546071957e-04
2.9265642834e-10,-7.7188215587e-03,-7.7188215587e-03,-7.7188215595e-03,-7.7188219681e-03,-7.7188227167e-03,-7.7188236782e-03,-7.7188247084e-03,-7.7188256829e-03,-7.7188265181e-03,-7.7188271737e-03,-7.7188276451e-03,-7.7188279506e-03,-7.7188281196e-03,-7.7188281838e-03,-7.7188281717e-03,-7.7188281064e-03,-7.7188280055e-03,-7.7188278814e-03,-7.7188277424e-03,-7.7188275939e-03,-7.7188274392e-03,-7.7188272799e-03,-7.7188271172e-03,-7.7188268644e-03,-7.7188264735e-03,-7.7188258713e-03,-7.7188249454e-03,-7.7188235220e-03,-7.7188213337e-03,-7.7188179696e-03,-7.7188127977e-03,-7.7188048467e-03,-7.7187926231e-03,-7.7187738312e-03,-7.7187449413e-03,-7.7187005276e-03,-7.7186322483e-03,-7.7185272800e-03,-7.7183659094e-03,-7.7181178325e-03,-7.7177364672e-03,-7.7171502141e-03,-7.7162490317e-03,-7.7148638245e-03,-7.7127348150e-03,-7.7094630633e-03,-7.7044362755e-03,-7.6967155413e-03,-7.6848630916e-03,-7.6666819229e-03,-7.6388258792e-03,-7.5962244315e-03,-7.5449610618e-03,-7.5029518225e-03,-7.4757684562e-03,-7.4581464782e-03,-7.4467092317e-03,-7.4392803507e-03,-7.4344526183e-03,-7.4313142443e-03,-7.4292736421e-03,-7.4279466390e-03,-7.4270836117e-03,-7.4265223021e-03,-7.4261572147e-03,-7.4259197483e-03,-7.4257652890e-03,-7.4256648203e-03,-7.4255994695e-03,-7.4255569614e-03,-7.4255293114e-03,-7.4255113261e-03,-7.4254996272e-03,-7.4254920175e-03,-7.4254870678e-03,-7.4254838480e-03,-7.4254817515e-03,-7.4254802705e-03,-7.4254767466e-03,-7.4254509454e-03,-7.4253391535e-03,-7.4250779821e-03,-7.4246908941e-03,-7.4239803798e-03,-7.4226792030e-03,-7.4203219355e-03,-7.4161111135e-03,-7.4087078689e-03,-7.3959162328e-03,-7.3742279859e-03,-7.3382028226e-03,-7.2796859055e-03,-7.1869239197e-03,-7.0437424716e-03,-6.8290921679e-03,-6.5174332379e-03,-6.0805390341e-03,-5.4912348785e-03,-4.7291979089e-03,-3.7881308355e-03,-2.6825080059e-03,-1.4511634231e-03,-1.5506712641e-04,-1.5506712641e-04
3.5898738077e-10,-7.7188222516e-03,-7.7188222516e-03,-7.7188222524e-03,-7.7188225277e-03,-7.7188230463e-03,-7.7188237375e-03,-7.7188245124e-03,-7.7188252846e-03,-7.7188259850e-03,-7.7188265695e-03,-7.7188270183e-03,-7.7188273313e-03,-7.7188275213e-03,-7.7188276080e-03,-7.7188276127e-03,-7.7188275554e-03,-7.7188274529e-03,-7.7188273186e-03,-7.7188271624e-03,-7.7188269913e-03,-7.7188268099e-03,-7.7188266214e-03,-7.7188264275e-03,-7.7188261245e-03,-7.7188256535e-03,-7.7188249261e-03,-7.7188238070e-03,-7.7188220865e-03,-7.7188194415e-03,-7.7188153751e-03,-7.7188091237e-03,-7.7187995130e-03,-7.7187847380e-03,-7.7187620235e-03,-7.7187271034e-03,-7.7186734191e-03,-7.7185908880e-03,-7.7184640100e-03,-7.7182689579e-03,-7.7179691038e-03,-7.7175081465e-03,-7.7167995510e-03,-7.7157103295e-03,-7.7140361449e-03,-7.7114631239e-03,-7.7075093592e-03,-7.7014354692e-03,-7.6921082590e-03,-7.6777938509e-03,-7.6558460745e-03,-7.6222424478e-03,-7.5709058431e-03,-7.5092195511e-03,-7.4587411757e-03,-7.4261124021e-03,-7.4049750193e-03,-7.3912623381e-03,-7.3823580939e-03,-7.3765726842e-03,-7.3728122170e-03,-7.3703673206e-03,-7.3687774884e-03,-7.3677435633e-03,-7.3670711174e-03,-7.3666337509e-03,-7.3663492742e-03,-7.3661642383e-03,-7.3660438813e-03,-7.3659655944e-03,-7.3659146718e-03,-7.3658815486e-03,-7.3658600031e-03,-7.3658459885e-03,-7.3658368724e-03,-7.3658309429e-03,-7.3658270857e-03,-7.3658245638e-03,-7.3658223253e-03,-7.3658096793e-03,-7.3657141117e-03,-7.3653505620e-03,-7.3645934291e-03,-7.3635605024e-03,-7.3617784289e-03,-7.3587181147e-03,-7.3535227947e-03,-7.3448298101e-03,-7.3305183878e-03,-7.3073685841e-03,-7.2706260397e-03,-7.2134882712e-03,-7.1265656949e-03,-6.9974257957e-03,-6.8103984088e-03,-6.5468879816e-03,-6.1864733248e-03,-5.7090302549e-03,-5.0979369125e-03,-4.3440903420e-03,-3.4500175113e-03,-2.4329501411e-03,-1.3255909434e-03,-1.7366992280e-04,-1.7366992280e-04
4.3010176935e-10,-7.7188227479e-03,-7.7188227479e-03,-7.7188227489e-03,-7.7188229374e-03,-7.7188233009e-03,-7.7188237996e-03,-7.7188243776e-03,-7.7188249757e-03,-7.7188255413e-03,-7.7188260346e-03,-7.7188264317e-03,-7.7188267227e-03,-7.7188269098e-03,-7.7188270026e-03,-7.7188270150e-03,-7.7188269619e-03,-7.7188268578e-03,-7.7188267153e-03,-7.7188265444e-03,-7.7188263532e-03,-7.7188261473e-03,-7.7188259308e-03,-7.7188257065e-03,-7.7188253533e-03,-7.7188248006e-03,-7.7188239438e-03,-7.7188226241e-03,-7.7188205948e-03,-7.7188174752e-03,-7.7188126791e-03,-7.7188053058e-03,-7.7187939705e-03,-7.7187765440e-03,-7.7187497535e-03,-7.7187085670e-03,-7.7186452492e-03,-7.7185479081e-03,-7.7183982629e-03,-7.7181682110e-03,-7.7178145541e-03,-7.7172708927e-03,-7.7164351751e-03,-7.7151505776e-03,-7.7131761627e-03,-7.7101418933e-03,-7.7054797639e-03,-7.6983186090e-03,-7.6873240013e-03,-7.6704559130e-03,-7.6446050672e-03,-7.6050547080e-03,-7.5447015507e-03,-7.4722907222e-03,-7.4131260319e-03,-7.3749256538e-03,-7.3501970564e-03,-7.3341622578e-03,-7.3237533897e-03,-7.3169917351e-03,-7.3125972935e-03,-7.3097404575e-03,-7.3078828582e-03,-7.3066748381e-03,-7.3058891825e-03,-7.3053781908e-03,-7.3050458294e-03,-7.3048296486e-03,-7.3046890340e-03,-7.3045975705e-03,-7.3045380773e-03,-7.3044993792e-03,-7.3044742075e-03,-7.3044578342e-03,-7.3044471838e-03,-7.3044402564e-03,-7.3044357493e-03,-7.3044327557e-03,-7.3044283419e-03,-7.3043859238e-03,-7.3040949007e-03,-7.3031251298e-03,-7.3013099027e-03,-7.2990111417e-03,-7.2952582650e-03,-7.2891702232e-03,-7.2794100084e-03,-7.2639871095e-03,-7.2400042383e-03,-7.2033508871e-03,-7.1483610386e-03,-7.0674748901e-03,-6.9509748820e-03,-6.7869007957e-03,-6.5612788887e-03,-6.2588112358e-03,-5.8641447743e-03,-5.3637559679e-03,-4.7483384328e-03,-4.0153821845e-03,-3.1714337409e-03,-2.2334084156e-03,-1.2283811838e-03,-1.9156711297e-04,-1.9156711297e-04
4.6755959963e-10,-7.7188229400e-03,-7.7188229400e-03,-7.7188229407e-03,-7.7188230966e-03,-7.7188234006e-03,-7.7188238231e-03,-7.7188243198e-03,-7.7188248417e-03,-7.7188253434e-03,-7.7188257886e-03,-7.7188261534e-03,-7.7188264255e-03,-7.7188266035e-03,-7.7188266932e-03,-7.7188267050e-03,-7.7188266516e-03,-7.7188265456e-03,-7.7188263988e-03,-7.7188262211e-03,-7.7188260204e-03,-7.7188258028e-03,-7.7188255729e-03,-7.7188253338e-03,-7.7188249558e-03,-7.7188243619e-03,-7.7188234389e-03,-7.7188220162e-03,-7.7188198283e-03,-7.7188164647e-03,-7.7188112936e-03,-7.7188033439e-03,-7.7187911223e-03,-7.7187723333e-03,-7.7187434481e-03,-7.7186990415e-03,-7.7186307731e-03,-7.7185258216e-03,-7.7183644768e-03,-7.7181164395e-03,-7.7177351350e-03,-7.7171489753e-03,-7.7162479365e-03,-7.7148629495e-03,-7.7127342772e-03,-7.7094630415e-03,-7.7044370406e-03,-7.6967175015e-03,-7.6848668551e-03,-7.6666883797e-03,-7.6388362960e-03,-7.5962405296e-03,-7.5312784929e-03,-7.4533995718e-03,-7.3898173056e-03,-7.3487888320e-03,-7.3222396573e-03,-7.3050286200e-03,-7.2938580118e-03,-7.2866022899e-03,-7.2818870733e-03,-7.2788218371e-03,-7.2768287875e-03,-7.2755327068e-03,-7.2746897897e-03,-7.2741415596e-03,-7.2737849792e-03,-7.2735530462e-03,-7.2734021859e-03,-7.2733040582e-03,-7.2732402302e-03,-7.2731987126e-03,-7.2731717069e-03,-7.2731541406e-03,-7.2731427143e-03,-7.2731352821e-03,-7.2731304460e-03,-7.2731271732e-03,-7.2731203625e-03,-7.2730463708e-03,-7.2725696057e-03,-7.2710801880e-03,-7.2684283982e-03,-7.2651832630e-03,-7.2600176598e-03,-7.2518524195e-03,-7.2390978315e-03,-7.2194575260e-03,-7.1896893239e-03,-7.1453326819e-03,-7.0804271528e-03,-6.9872664469e-03,-6.8562569629e-03,-6.6759732251e-03,-6.4335175982e-03,-6.1152863667e-03,-5.7082060033e-03,-5.2014227451e-03,-4.5883066377e-03,-3.8684868276e-03,-3.0495089010e-03,-2.1476537423e-03,-1.1875343053e-03,-2.0031609926e-04,-2.0031609926e-04
