# time[s],voltage[V]
0.0000000000e+00,-4.9111858360e-04
8.4982565939e-11,-8.0578454407e-04
1.4673848932e-10,-1.0283314252e-03
1.7925565189e-10,-1.1434885403e-03
2.4776289698e-10,-1.3816256958e-03
3.2117625547e-10,-1.6302237039e-03
3.9984707632e-10,-1.8892595066e-03
4.4127066341e-10,-2.0226638498e-03
5.2854198752e-10,-2.2971443820e-03
6.2206320553e-10,-2.5816524487e-03
6.7130616852e-10,-2.7275679743e-03
7.7505137468e-10,-3.0264661547e-03
8.2967770928e-10,-3.1793252046e-03
8.8622624388e-10,-3.3343627442e-03
1.0053628479e-09,-3.6506421727e-03
1.0680934186e-09,-3.8116983196e-03
1.1330313624e-09,-3.9745611126e-03
1.2698427963e-09,-4.3052427828e-03
1.3418799288e-09,-4.4728081667e-03
1.4164519151e-09,-4.6416731133e-03
1.5735603755e-09,-4.9826992508e-03
1.6562847697e-09,-5.1545377961e-03
1.7419200827e-09,-5.3270309015e-03
1.8305687446e-09,-5.4999965726e-03
2.0173339825e-09,-5.8465790045e-03
2.1156739517e-09,-6.0197943050e-03
2.2174743232e-09,-6.1926801887e-03
2.3228568620e-09,-6.3650200080e-03
2.5448770766e-09,-6.7071692839e-03
2.6617803147e-09,-6.8765221407e-03
2.7827971622e-09,-7.0444174285e-03
3.0377557803e-09,-7.3748949801e-03
3.1720025112e-09,-7.5370060798e-03
3.3109731371e-09,-7.6967195455e-03
3.6037568235e-09,-8.0080319183e-03
3.7579200877e-09,-8.1591810799e-03
4.0827116650e-09,-8.4513881860e-03
4.2537284670e-09,-8.5920398337e-03
4.6140271229e-09,-8.8615012997e-03
4.8037399363e-09,-8.9899725871e-03
5.2034273990e-09,-9.2336568201e-03
5.6317382872e-09,-9.4588650370e-03
6.0907224536e-09,-9.6648894199e-03
6.5825765503e-09,-9.8513295328e-03
7.3871838826e-09,-1.0094187339e-02
8.2797530273e-09,-1.0293981348e-02
9.6234446068e-09,-1.0498145860e-02
1.2472215335e-08,-1.0713584575e-02
1.9993416577e-08,-1.0834471110e-02
3.0677245065e-08,-1.0845292155e-02
4.8532644619e-08,-1.0846082050e-02
7.3896149768e-08,-1.0846656450e-02
1.1628502928e-07,-1.0847569326e-02
1.7649821917e-07,-1.0848784262e-02
2.7712980129e-07,-1.0850640072e-02
4.2007645692e-07,-1.0852992404e-02
6.5897674010e-07,-1.0856428496e-02
9.9833338927e-07,-1.0860693005e-02
1.5654848153e-06,-1.0867050696e-02
2.3711205599e-06,-1.0875380677e-02
3.7175431584e-06,-1.0888519541e-02
5.8282709161e-06,-1.0908067537e-02
8.8265490664e-06,-1.0934378756e-02
1.3837435792e-05,-1.0975520916e-02
2.0955375151e-05,-1.1029163443e-02
3.2851265413e-05,-1.1108799089e-02
4.9749317623e-05,-1.1204870281e-02
7.7990268350e-05,-1.1331772325e-02
1.1810639664e-04,-1.1461074178e-02
1.8515066826e-04,-1.1595010657e-02
2.8038671848e-04,-1.1693295698e-02
4.3955042375e-04,-1.1762448494e-02
6.6564166555e-04,-1.1799935045e-02
1.0434977368e-03,-1.1827309104e-02
1.6358461561e-03,-1.1849714230e-02
