# time[s],voltage[V]
0.0000000000e+00,0.0000000000e+00
1.8110618515e-09,-2.1471158858e-03
4.2648129745e-09,-5.4077188185e-03
7.0650576126e-09,-8.6521009513e-03
1.0268599104e-08,-1.1820968107e-02
1.4278215044e-08,-1.5226115659e-02
1.8391817182e-08,-1.8275372088e-02
2.3640697257e-08,-2.1704549669e-02
2.9278618430e-08,-2.4959987254e-02
3.4965314834e-08,-2.7898395722e-02
4.1733358643e-08,-3.1038155614e-02
4.9788372264e-08,-3.4370118641e-02
5.9375078004e-08,-3.7879371297e-02
6.8341204344e-08,-4.0800725336e-02
7.8647138145e-08,-4.3809380450e-02
9.3721450283e-08,-4.7670080350e-02
1.0781995198e-07,-5.0818423996e-02
1.2402519152e-07,-5.4001088586e-02
1.4265197857e-07,-5.7200564123e-02
1.6406216476e-07,-6.0399939822e-02
1.8867167315e-07,-6.3583582690e-02
2.1695857820e-07,-6.6737738781e-02
2.4947239296e-07,-6.9850999994e-02
2.8684474415e-07,-7.2914592016e-02
3.2980164247e-07,-7.5922460194e-02
3.9263395889e-07,-7.9598907459e-02
4.5139893015e-07,-8.2472292707e-02
5.3735344301e-07,-8.5981254065e-02
6.1774383390e-07,-8.8725455278e-02
7.3532947617e-07,-9.2082833800e-02
8.7527448492e-07,-9.5366478322e-02
1.0418305805e-06,-9.8584118906e-02
1.2400579645e-06,-1.0174287108e-01
1.4759790553e-06,-1.0484886619e-01
1.7567614576e-06,-1.0790706764e-01
2.1650391967e-06,-1.1151898732e-01
2.5768490607e-06,-1.1448344175e-01
3.0669661695e-06,-1.1740774775e-01
3.7796315767e-06,-1.2086370455e-01
4.6578639059e-06,-1.2425934070e-01
5.5436940685e-06,-1.2703969123e-01
6.8317546202e-06,-1.3031103377e-01
8.4190582933e-06,-1.3350280107e-01
1.0375125457e-05,-1.3660347329e-01
1.3238640839e-05,-1.4008664541e-01
1.6892433385e-05,-1.4339867848e-01
2.1554604942e-05,-1.4650598038e-01
2.8477910974e-05,-1.4975482806e-01
3.7624907581e-05,-1.5261304367e-01
5.7138047671e-05,-1.5598433570e-01
1.3644064299e-04,-1.5815152682e-01
2.4660123666e-04,-1.5475210908e-01
3.2580707237e-04,-1.5167519099e-01
4.1572395792e-04,-1.4828126889e-01
5.1230538207e-04,-1.4492997380e-01
6.0972235912e-04,-1.4188583315e-01
7.2566355264e-04,-1.3866574252e-01
8.6365141434e-04,-1.3531772219e-01
1.0278782038e-03,-1.3188530180e-01
1.1814740460e-03,-1.2910378373e-01
1.4061360430e-03,-1.2560826147e-01
1.6162549206e-03,-1.2281231856e-01
1.9235921892e-03,-1.1933412212e-01
2.2893708330e-03,-1.1588800901e-01
2.6314714066e-03,-1.1316152456e-01
3.1318560324e-03,-1.0979810139e-01
3.7273907379e-03,-1.0648968451e-01
4.4361686802e-03,-1.0324035529e-01
5.2797235006e-03,-1.0005286011e-01
6.2836835458e-03,-9.6928913833e-02
7.4785504922e-03,-9.3869412000e-02
8.9006260284e-03,-9.0874587475e-02
1.0968425791e-02,-8.7365719472e-02
1.3516618229e-02,-8.3948260981e-02
1.6086855793e-02,-8.1168917229e-02
1.9824165441e-02,-7.7914236168e-02
2.4429729462e-02,-7.4745655259e-02
3.0105261312e-02,-7.1661728988e-02
3.8413755545e-02,-6.8169792361e-02
4.9015240171e-02,-6.4792119585e-02
6.0402494933e-02,-6.1989060530e-02
7.7072464024e-02,-5.8828706087e-02
1.0182730115e-01,-5.5366350367e-02
1.3453312263e-01,-5.2069641102e-02
1.7774369815e-01,-4.8945313866e-02
2.3483304041e-01,-4.5999688939e-02
3.3263308008e-01,-4.2576901591e-02
4.7116353707e-01,-3.9448476954e-02
6.9103259533e-01,-3.6349748552e-02
1.0865923420e+00,-3.3143719911e-02
1.8966911488e+00,-2.9844367476e-02
3.6752633671e+00,-2.6786021917e-02
1.2005760293e+01,-2.4445426468e-02
4.8329757013e+01,-2.5155273142e-02
1.9455372720e+02,-2.5295663151e-02
7.8318524876e+02,-2.5378963557e-02
3.1527493340e+03,-2.5455868576e-02
1.2691541853e+04,-2.5471161991e-02
5.1090403181e+04,-2.5471185666e-02
2.0566683918e+05,-2.5471185666e-02
7.8449793524e+05,-2.5471185666e-02
