# time[s],voltage[V]
0.0000000000e+00,0.0000000000e+00
1.8096228891e-12,-5.8154304292e-04
4.6197847382e-12,-1.4690143772e-03
8.5422897620e-12,-2.6816772117e-03
1.5074937412e-11,-4.6497939034e-03
2.5219480406e-11,-7.6171456755e-03
3.9379526337e-11,-1.1638759049e-02
6.2962055924e-11,-1.8118875236e-02
9.5879231428e-11,-2.6796282657e-02
1.5070040002e-10,-4.0418080919e-02
2.3583214621e-10,-5.9808815977e-02
3.5466149486e-10,-8.3981934876e-02
5.5256315733e-10,-1.1871460003e-01
7.9883496933e-10,-1.5524249772e-01
1.0723539188e-09,-1.8981265917e-01
1.3871978557e-09,-2.2389561934e-01
1.7941989388e-09,-2.6098923407e-01
2.2366533776e-09,-2.9424592068e-01
2.7880196326e-09,-3.2754323989e-01
3.6050515985e-09,-3.6430643465e-01
4.6612348567e-09,-3.9631439436e-01
6.9793802540e-09,-4.3264926050e-01
1.0449586765e-08,-4.5226934512e-01
1.6228964044e-08,-4.6330661253e-01
2.5203754116e-08,-4.7253595982e-01
3.7731025155e-08,-4.8220154561e-01
5.8594286572e-08,-4.9417279441e-01
8.7715829073e-08,-5.0594256380e-01
1.3621564616e-07,-5.1887230931e-01
2.1153097097e-07,-5.3121123663e-01
3.1665827530e-07,-5.4174498944e-01
4.9174017666e-07,-5.5245094369e-01
7.6362471271e-07,-5.6251311830e-01
1.1431289960e-06,-5.7126792989e-01
1.7751658576e-06,-5.8029529012e-01
2.6573811527e-06,-5.8797604154e-01
4.1266467469e-06,-5.9547675749e-01
6.4082680414e-06,-6.0175832959e-01
9.5930209030e-06,-6.0621111097e-01
1.4896995830e-05,-6.0957927924e-01
2.3133533994e-05,-6.1168446357e-01
3.4630331710e-05,-6.1306828224e-01
5.3777414539e-05,-6.1464752932e-01
8.0503465428e-05,-6.1633789633e-01
1.2501376497e-04,-6.1780601326e-01
1.9413377135e-04,-6.1773321763e-01
2.9061347140e-04,-6.1599582671e-01
4.5129341497e-04,-6.1320501457e-01
6.7557511820e-04,-6.1080766305e-01
1.0491000296e-03,-6.0886682407e-01
1.6291465477e-03,-6.0783563737e-01
2.4387922205e-03,-6.0792070973e-01
3.7871983717e-03,-6.0951342271e-01
5.8811371398e-03,-6.1318296152e-01
8.8039173136e-03,-6.1893691346e-01
1.3671595728e-02,-6.2858014111e-01
2.0466041764e-02,-6.4121394740e-01
3.1781698891e-02,-6.5946478932e-01
4.9353773243e-02,-6.8075609378e-01
7.3881381839e-02,-6.9858318743e-01
1.1473033517e-01,-7.1130971622e-01
1.7816464014e-01,-7.1772435228e-01
2.6670807404e-01,-7.2156334697e-01
4.1417074188e-01,-7.2606864714e-01
6.2000339013e-01,-7.3134689026e-01
9.6280273846e-01,-7.3878924479e-01
1.4951355556e+00,-7.4844188842e-01
2.2381810675e+00,-7.5979023832e-01
3.4756694807e+00,-7.7578906591e-01
5.3973641874e+00,-7.9700259671e-01
8.0797211286e+00,-8.2297353012e-01
1.2095143342e+01,-8.5805062793e-01
1.6219589360e+01,-8.9167453003e-01
2.0967182988e+01,-9.2874731263e-01
2.6128333564e+01,-9.6766549686e-01
3.0257018399e+01,-9.9831816618e-01
3.5038099928e+01,-1.0333423443e+00
4.0574667022e+01,-1.0718800887e+00
4.6986098198e+01,-1.1105947460e+00
5.2451171806e+01,-1.1371702179e+00
6.3008365990e+01,-1.1759660871e+00
7.5690476457e+01,-1.2134311981e+00
8.7650754043e+01,-1.2468206931e+00
1.0150094231e+02,-1.2854164990e+00
1.1330677728e+02,-1.3185547184e+00
1.2648577919e+02,-1.3557910782e+00
1.3611278158e+02,-1.3831051436e+00
1.5194440836e+02,-1.4281186873e+00
1.6350910118e+02,-1.4609941542e+00
1.7595399829e+02,-1.4963314526e+00
1.8934609322e+02,-1.5343802177e+00
2.0375747847e+02,-1.5755658794e+00
2.1136942303e+02,-1.5974932911e+00
2.2745703346e+02,-1.6441857993e+00
2.3595434282e+02,-1.6689484830e+00
2.5391314449e+02,-1.7212289296e+00
2.6339879769e+02,-1.7487056959e+00
2.7323881465e+02,-1.7770284130e+00
2.8344643365e+02,-1.8061245462e+00
2.9403538751e+02,-1.8358500898e+00
3.1641481543e+02,-1.8958106062e+00
3.2823539767e+02,-1.9245721448e+00
3.4049757164e+02,-1.9507849107e+00
3.6641329875e+02,-1.9895597980e+00
4.0903176944e+02,-2.0122986716e+00
6.1231047508e+02,-2.0170117973e+00
9.5085641720e+02,-2.0170127831e+00
1.4765841235e+03,-2.0170127831e+00
2.2104100309e+03,-2.0170127831e+00
3.4325438615e+03,-2.0170127831e+00
5.1384335390e+03,-2.0170127831e+00
7.9794690827e+03,-2.0170127831e+00
1.2391310768e+04,-2.0170127831e+00
1.8549486739e+04,-2.0170127831e+00
2.8768124353e+04,-2.0170127831e+00
4.0768124353e+04,-2.0170127831e+00
5.1768124353e+04,-2.0170127831e+00
6.3768124353e+04,-2.0170127831e+00
7.4768124353e+04,-2.0170127831e+00
8.6768124353e+04,-2.0170127831e+00
9.8768124353e+04,-2.0170127831e+00
1.0976812435e+05,-2.0170127831e+00
1.2176812435e+05,-2.0170127831e+00
1.3376812435e+05,-2.0170127831e+00
1.4476812435e+05,-2.0170127831e+00
1.5676812435e+05,-2.0170127831e+00
1.6776812435e+05,-2.0170127831e+00
1.7976812435e+05,-2.0170127831e+00
1.9176812435e+05,-2.0170127831e+00
2.0276812435e+05,-2.0170127831e+00
2.1476812435e+05,-2.0170127831e+00
2.2676812435e+05,-2.0170127831e+00
2.3776812435e+05,-2.0170127831e+00
2.4976812435e+05,-2.0170127831e+00
2.6076812435e+05,-2.0170127831e+00
2.7276812435e+05,-2.0170127830e+00
2.8476812435e+05,-2.0170127831e+00
2.9576812435e+05,-2.0170127831e+00
3.0776812435e+05,-2.0170127830e+00
3.1976812435e+05,-2.0170127831e+00
3.3076812435e+05,-2.0170127831e+00
3.4276812435e+05,-2.0170127831e+00
3.5376812435e+05,-2.0170127831e+00
3.6576812435e+05,-2.0170127831e+00
3.7776812435e+05,-2.0170127831e+00
3.8876812435e+05,-2.0170127831e+00
4.0076812435e+05,-2.0170127831e+00
4.1176812435e+05,-2.0170127831e+00
4.2376812435e+05,-2.0170127831e+00
4.3576812435e+05,-2.0170127832e+00
4.4676812435e+05,-2.0170127832e+00
4.5876812435e+05,-2.0170127832e+00
4.7076812435e+05,-2.0170127832e+00
4.8176812435e+05,-2.0170127832e+00
4.9376812435e+05,-2.0170127832e+00
5.0476812435e+05,-2.0170127832e+00
5.1676812435e+05,-2.0170127833e+00
5.2876812435e+05,-2.0170127833e+00
5.3976812435e+05,-2.0170127833e+00
5.5176812435e+05,-2.0170127833e+00
5.6376812435e+05,-2.0170127833e+00
5.7476812435e+05,-2.0170127833e+00
5.8676812435e+05,-2.0170127833e+00
5.9776812435e+05,-2.0170127833e+00
6.0976812435e+05,-2.0170127833e+00
6.2176812435e+05,-2.0170127834e+00
6.3276812435e+05,-2.0170127834e+00
6.4476812435e+05,-2.0170127834e+00
6.5676812435e+05,-2.0170127834e+00
6.6776812435e+05,-2.0170127834e+00
6.7976812435e+05,-2.0170127834e+00
6.9076812435e+05,-2.0170127834e+00
7.0276812435e+05,-2.0170127834e+00
7.1476812435e+05,-2.0170127834e+00
7.2576812435e+05,-2.0170127834e+00
7.3776812435e+05,-2.0170127834e+00
7.4976812435e+05,-2.0170127834e+00
7.6076812435e+05,-2.0170127834e+00
7.7276812435e+05,-2.0170127834e+00
7.8376812435e+05,-2.0170127834e+00
7.9576812435e+05,-2.0170127834e+00
8.0776812435e+05,-2.0170127834e+00
8.1876812435e+05,-2.0170127834e+00
8.3076812435e+05,-2.0170127835e+00
