# time[s],voltage[V]
0.0000000000e+00,0.0000000000e+00
2.4007924221e-12,-8.5627229213e-17
6.2084118767e-12,-2.3305580193e-16
1.2571295771e-11,-5.0828243011e-16
2.4193395567e-11,-1.0951656958e-15
4.2625865146e-11,-2.2245870576e-15
7.3428224787e-11,-4.5552568035e-15
1.2490181357e-10,-9.4118276324e-15
2.1892068861e-10,-2.0661280472e-14
3.6803316264e-10,-4.3287298110e-14
6.1721388322e-10,-9.0615875094e-14
1.0336178891e-09,-1.8808391689e-13
1.7941989388e-09,-4.0375319936e-13
3.0004686584e-09,-8.0203616211e-13
5.0162568070e-09,-1.5404869175e-12
8.3848250415e-09,-2.8533096438e-12
1.4537669702e-08,-5.3353573393e-12
2.4295985670e-08,-9.3581748761e-12
4.0603033223e-08,-1.6190297995e-11
6.7853616290e-08,-2.7737605119e-11
1.1762805838e-07,-4.8938821362e-11
1.9656954965e-07,-8.2466828193e-11
3.2848807496e-07,-1.3781799872e-10
5.4893611868e-07,-2.2815179270e-10
7.9215222460e-07,-3.2476504769e-10
1.0622773893e-06,-4.2856397055e-10
1.3237617506e-06,-5.2575715335e-10
1.5902046903e-06,-6.2166222779e-10
1.8414823880e-06,-7.0935893456e-10
2.1324658869e-06,-8.0773617500e-10
2.4694293239e-06,-9.1759987458e-10
2.7566553637e-06,-1.0079664464e-09
3.0772894010e-06,-1.1054368278e-09
3.4352172057e-06,-1.2101829226e-09
3.6966764462e-06,-1.2841000539e-09
4.1266467469e-06,-1.4010958148e-09
4.4407316176e-06,-1.4831188540e-09
4.9572448840e-06,-1.6120006776e-09
5.3345476935e-06,-1.7016420920e-09
5.7405675263e-06,-1.7940631379e-09
6.1774900734e-06,-1.8890438745e-09
6.6476673818e-06,-1.9863142192e-09
7.1536305162e-06,-2.0855502085e-09
7.6981031837e-06,-2.1863706752e-09
8.2840163966e-06,-2.2883344394e-09
8.9145242503e-06,-2.3909382636e-09
9.2475519741e-06,-2.4423056733e-09
9.9513958137e-06,-2.5447878495e-09
1.0708810152e-05,-2.6463761941e-09
1.1523872313e-05,-2.7463497427e-09
1.2400969948e-05,-2.8439310798e-09
1.3344824662e-05,-2.9382921122e-09
1.4360517424e-05,-3.0285619356e-09
1.6030826423e-05,-3.1543125608e-09
1.7250954384e-05,-3.2303588602e-09
1.9257457520e-05,-3.3304304759e-09
2.1497342183e-05,-3.4110169298e-09
2.6788994235e-05,-3.5029358301e-09
3.8658274804e-05,-3.4178105777e-09
4.3154718292e-05,-3.3320242276e-09
4.8174154656e-05,-3.2202325130e-09
5.1840754463e-05,-3.1323491286e-09
5.5786424102e-05,-3.0347461141e-09
6.0032403952e-05,-2.9283830386e-09
6.4601551026e-05,-2.8143167417e-09
6.7014927228e-05,-2.7547468594e-09
7.2115523519e-05,-2.6312711706e-09
7.4809605699e-05,-2.5676689600e-09
8.0503465428e-05,-2.4375091741e-09
8.3510903217e-05,-2.3712642761e-09
8.9867030377e-05,-2.2372281477e-09
9.3224270969e-05,-2.1697490310e-09
1.0031969558e-04,-2.0346396336e-09
1.0406742544e-04,-1.9673120010e-09
1.1198813709e-04,-1.8338475265e-09
1.1617177502e-04,-1.7679954050e-09
1.2051170474e-04,-1.7029132304e-09
1.2968401256e-04,-1.5755803152e-09
1.3955443703e-04,-1.4528379374e-09
1.4476789310e-04,-1.3934710024e-09
1.5578637196e-04,-1.2792511186e-09
1.6764348204e-04,-1.1716339287e-09
1.7390628488e-04,-1.1204888896e-09
1.8714252584e-04,-1.0238224078e-09
2.0890955346e-04,-8.9348554434e-10
2.2480994016e-04,-8.1660988981e-10
2.5095816136e-04,-7.1624346460e-10
2.8014774923e-04,-6.3311609275e-10
3.2441547011e-04,-5.4665342175e-10
4.1937427581e-04,-4.4912858095e-10
6.7557511820e-04,-3.7050514525e-10
1.1289484410e-03,-3.3576357423e-10
1.9570556467e-03,-3.1550941294e-10
3.2704207999e-03,-3.0415198396e-10
5.4651753125e-03,-2.8748831819e-10
9.1328128761e-03,-2.4047262959e-10
1.4712159226e-02,-1.3865032345e-10
1.9729008124e-02,-3.7339025925e-11
2.4585377322e-02,5.8747005743e-11
2.9533838788e-02,1.5025245710e-10
3.5478309814e-02,2.4949035626e-10
4.2619263833e-02,3.5302925709e-10
4.9353773243e-02,4.3627008770e-10
5.9287533537e-02,5.3729081751e-10
7.1220727453e-02,6.3114803348e-10
8.8751976104e-02,7.2935300418e-10
1.1473033517e-01,8.1861086989e-10
1.8482049088e-01,9.0699058613e-10
3.0885211579e-01,9.1768607128e-10
5.1612042028e-01,8.8653032612e-10
8.6248490657e-01,8.3316922848e-10
1.4951355556e+00,7.5705030534e-10
2.4985096488e+00,6.7286846428e-10
4.1752404600e+00,5.8167887247e-10
6.9772125584e+00,4.8979542615e-10
1.2095143342e+01,3.9710715718e-10
2.0212101993e+01,3.2025200743e-10
3.3776289822e+01,2.5469035294e-10
5.6443300879e+01,2.0056091214e-10
9.7845638084e+01,1.5413573070e-10
1.6350910118e+02,1.2003184086e-10
2.7323881465e+02,9.3226848730e-11
4.5660730377e+02,7.2140886749e-11
7.9153827461e+02,5.3155209892e-11
1.3227335870e+03,3.5567065322e-11
2.2104100309e+03,1.8593443790e-11
3.6937993811e+03,6.4012753038e-12
6.4032781884e+03,9.6010592059e-13
1.0700469451e+04,5.3572837726e-14
1.7881473066e+04,5.9946947867e-16
2.9768124353e+04,1.5595212470e-17
4.4768124353e+04,5.0751366440e-17
5.8768124353e+04,9.6850324905e-17
7.2768124353e+04,7.6164058154e-17
8.7768124353e+04,3.0480234801e-17
1.0176812435e+05,-2.5605788347e-17
1.1576812435e+05,-4.8841080136e-17
1.2976812435e+05,-6.2984510189e-17
1.4476812435e+05,-7.3113119866e-17
1.5876812435e+05,-2.5514566810e-17
1.7276812435e+05,5.0212765892e-18
1.8676812435e+05,-6.7555373726e-17
2.0176812435e+05,-2.3982848387e-17
2.1576812435e+05,-7.8107806110e-17
2.2976812435e+05,2.1537314436e-17
2.4376812435e+05,-4.8579828085e-17
2.5876812435e+05,-2.8552503304e-17
2.7276812435e+05,7.8815583143e-17
2.8676812435e+05,-2.4542638105e-17
3.0076812435e+05,1.6497624881e-18
3.1576812435e+05,5.4644308113e-17
3.2976812435e+05,1.5323248970e-17
3.4376812435e+05,8.1936547976e-17
3.5776812435e+05,4.2854015440e-18
3.7276812435e+05,-1.5456865931e-17
3.8676812435e+05,-1.3509384927e-17
4.0076812435e+05,-3.7098632440e-17
4.1476812435e+05,3.8618880017e-17
4.2976812435e+05,8.9185046167e-18
4.4376812435e+05,-8.4138388449e-17
4.5776812435e+05,-4.2298873059e-17
4.7176812435e+05,7.9432812427e-18
4.8676812435e+05,-2.4956384142e-17
5.0076812435e+05,1.3277277862e-17
5.1476812435e+05,7.4557854313e-17
5.2876812435e+05,2.6548174007e-17
5.4376812435e+05,2.7852188402e-17
5.5776812435e+05,7.1646861457e-18
5.7176812435e+05,5.8405043860e-17
5.8676812435e+05,1.6555934949e-18
6.0076812435e+05,4.4950200788e-17
6.1476812435e+05,4.2043552929e-17
6.2876812435e+05,3.5209644850e-17
6.4376812435e+05,5.5328705808e-17
6.5776812435e+05,4.8860699641e-17
6.7176812435e+05,-2.2943264310e-17
6.8576812435e+05,4.2358835795e-17
7.0076812435e+05,1.5198198824e-17
7.1476812435e+05,-3.9425878385e-17
7.2876812435e+05,-3.5242535551e-17
7.4276812435e+05,1.0384946615e-16
7.5776812435e+05,3.4514416852e-17
7.7176812435e+05,7.6658744138e-18
7.8576812435e+05,1.2367538903e-17
7.9976812435e+05,-1.0857331307e-18
8.1476812435e+05,-6.3547140020e-17
8.2876812435e+05,-9.0147771445e-17
8.4276812435e+05,-1.5184497310e-17
8.5676812435e+05,-1.0900797415e-18
8.7176812435e+05,-2.5787546840e-17
8.8576812435e+05,3.0549776580e-17
8.9976812435e+05,1.6488628398e-17
9.1376812435e+05,-6.3537232650e-18
9.2876812435e+05,4.5666398543e-19
9.4276812435e+05,1.3898598195e-17
9.5676812435e+05,5.7964078640e-17
9.7076812435e+05,9.4732980282e-18
9.8576812435e+05,-2.1427411730e-17
9.9976812435e+05,-4.4721372163e-17
1.0137681244e+06,-1.4426171625e-17
1.0277681244e+06,3.6228668610e-17
