# time[s],voltage[V]
0.0000000000e+00,-2.5530154805e-02
6.0110881703e-11,-2.5635911509e-02
1.0383340076e-10,-2.5710880976e-02
1.7542480263e-10,-2.5830130717e-02
2.2749784404e-10,-2.5914192701e-02
2.8334178400e-10,-2.6001903205e-02
3.4322969424e-10,-2.6093233429e-02
4.0745442114e-10,-2.6188125883e-02
4.7633001771e-10,-2.6286490872e-02
5.5019327929e-10,-2.6388203102e-02
5.8910715450e-10,-2.6440264738e-02
6.7113723579e-10,-2.6546677090e-02
7.5910757149e-10,-2.6655947027e-02
8.0545357073e-10,-2.6711569945e-02
9.0315049928e-10,-2.6824598593e-02
9.5462082436e-10,-2.6881918039e-02
1.0631197834e-09,-2.6997928574e-02
1.1202810143e-09,-2.7056515074e-02
1.2407763490e-09,-2.7174566521e-02
1.3699974210e-09,-2.7293376583e-02
1.4380758211e-09,-2.7352900988e-02
1.5815844452e-09,-2.7471836001e-02
1.6571900518e-09,-2.7531098739e-02
1.8165659560e-09,-2.7648830447e-02
1.9005310276e-09,-2.7707140961e-02
2.0775286053e-09,-2.7822246796e-02
2.1707774208e-09,-2.7878878365e-02
2.3673450428e-09,-2.7989889007e-02
2.4709040754e-09,-2.8044105699e-02
2.6892055378e-09,-2.8149564926e-02
2.9233154231e-09,-2.8250552052e-02
3.1743785073e-09,-2.8346498288e-02
3.4436224658e-09,-2.8436893149e-02
3.7323638767e-09,-2.8521299092e-02
4.0420146591e-09,-2.8599364923e-02
4.3740889769e-09,-2.8670837192e-02
4.9178285976e-09,-2.8765391464e-02
5.7374624781e-09,-2.8867952387e-02
6.6801030256e-09,-2.8945094340e-02
9.0110155141e-09,-2.9036121224e-02
1.5043167216e-08,-2.9079243807e-02
2.5788170076e-08,-2.9081235220e-02
4.3940394010e-08,-2.9079640810e-02
7.4606112585e-08,-2.9077648769e-02
1.3092811711e-07,-2.9075402358e-02
2.2156006409e-07,-2.9073668099e-02
3.7467043725e-07,-2.9072814141e-02
6.3332963134e-07,-2.9073148705e-02
1.0702992325e-06,-2.9074823774e-02
1.8085000646e-06,-2.9078179410e-02
3.0555901761e-06,-2.9084008900e-02
5.1623796546e-06,-2.9093724701e-02
8.7215145283e-06,-2.9109584907e-02
1.4734189824e-05,-2.9134937748e-02
2.4891788647e-05,-2.9174198270e-02
4.2051673190e-05,-2.9231851576e-02
7.1040969049e-05,-2.9309273602e-02
1.2001444975e-04,-2.9398900347e-02
2.0274849832e-04,-2.9480510026e-02
3.5470148277e-04,-2.9534250129e-02
5.9922038704e-04,-2.9553888741e-02
1.0123018878e-03,-2.9563074463e-02
1.7101470165e-03,-2.9572546847e-02
2.8890616445e-03,-2.9584153904e-02
4.8806778970e-03,-2.9598328771e-02
8.2452432375e-03,-2.9615439598e-02
1.3929219715e-02,-2.9635781083e-02
2.3531526499e-02,-2.9659501038e-02
3.9753320511e-02,-2.9686514176e-02
6.7157839743e-02,-2.9716419146e-02
1.1345405543e-01,-2.9748444519e-02
1.9166522814e-01,-2.9781463037e-02
3.2379238900e-01,-2.9814094751e-02
5.6646293112e-01,-2.9846855174e-02
9.5696223768e-01,-2.9874331912e-02
1.6166578145e+00,-2.9897819737e-02
2.7311239523e+00,-2.9916981330e-02
4.6138632281e+00,-2.9931695738e-02
7.7944956943e+00,-2.9941198865e-02
1.3167742545e+01,-2.9944559740e-02
2.2245113801e+01,-2.9943753581e-02
3.7580100484e+01,-2.9942592805e-02
6.3486479100e+01,-2.9942714835e-02
1.0725178955e+02,-2.9943485047e-02
1.8118734139e+02,-2.9944089402e-02
3.0609142110e+02,-2.9944337597e-02
5.1709991080e+02,-2.9944223459e-02
9.0464736325e+02,-2.9943690595e-02
1.5282789343e+03,-2.9942859381e-02
2.5818198294e+03,-2.9941980809e-02
4.3616341768e+03,-2.9941398788e-02
7.3683889463e+03,-2.9941190300e-02
1.2447893029e+04,-2.9941159840e-02
2.1029025746e+04,-2.9941158652e-02
3.5525684772e+04,-2.9941158645e-02
6.0015822595e+04,-2.9941158645e-02
1.0138858645e+05,-2.9941158645e-02
1.7128225555e+05,-2.9941158645e-02
2.8935812297e+05,-2.9941158645e-02
4.8883127479e+05,-2.9941158645e-02
7.8219269532e+05,-2.9941158645e-02
