# time[s],voltage[V]
0.0000000000e+00,0.0000000000e+00
3.2419985504e-10,-6.6327321885e-05
5.8535816716e-10,-1.3067890689e-04
8.6524425956e-10,-1.9716562955e-04
1.1470160188e-09,-2.6002631086e-04
1.4817858580e-09,-3.2946699383e-04
1.7943987361e-09,-3.8958255627e-04
2.1532264290e-09,-4.5352739295e-04
2.5651010582e-09,-5.2101155760e-04
2.9134945591e-09,-5.7373417815e-04
3.4377626736e-09,-6.4652183272e-04
3.8812267543e-09,-7.0275042686e-04
4.5485585982e-09,-7.7957673470e-04
5.1130363808e-09,-8.3838716424e-04
5.7390101994e-09,-8.9807963390e-04
6.4331796310e-09,-9.5857000096e-04
7.2029741264e-09,-1.0198187529e-03
8.0566325248e-09,-1.0818342075e-03
9.3412313410e-09,-1.1658159881e-03
1.0427838398e-08,-1.2299072213e-03
1.1217240371e-08,-1.2732361613e-03
1.2508225921e-08,-1.3392476150e-03
1.3939855615e-08,-1.4066267073e-03
1.5527451679e-08,-1.4755353080e-03
1.7288005595e-08,-1.5461230681e-03
1.8567018762e-08,-1.5941793286e-03
2.0658712950e-08,-1.6678404535e-03
2.2978283071e-08,-1.7434662740e-03
2.4663412222e-08,-1.7950026385e-03
2.6468809301e-08,-1.8474444445e-03
2.9421350116e-08,-1.9278058711e-03
3.1566321959e-08,-1.9825021146e-03
3.3864380774e-08,-2.0380781594e-03
3.7622619073e-08,-2.1230379394e-03
4.0352916751e-08,-2.1806924892e-03
4.3278076196e-08,-2.2391082908e-03
4.6412004724e-08,-2.2982317908e-03
4.9769602216e-08,-2.3579996800e-03
5.5260606799e-08,-2.4486955494e-03
5.9249730390e-08,-2.5097276870e-03
6.3523558350e-08,-2.5710965053e-03
6.8102410072e-08,-2.6326866797e-03
7.3008055151e-08,-2.6943694873e-03
7.8263816878e-08,-2.7560022196e-03
8.3894683132e-08,-2.8174276785e-03
8.9927425183e-08,-2.8784737726e-03
9.6390724968e-08,-2.9389532266e-03
1.0331531146e-07,-2.9986634174e-03
1.1073410676e-07,-3.0573863501e-03
1.2286678171e-07,-3.1431053800e-03
1.3168096847e-07,-3.1983074111e-03
1.4112422510e-07,-3.2516421678e-03
1.5656769787e-07,-3.3275230762e-03
1.7369363252e-07,-3.3975677219e-03
1.8613533949e-07,-3.4405097111e-03
2.1374602739e-07,-3.5159705110e-03
2.4543851396e-07,-3.5754524138e-03
3.1258714260e-07,-3.6340696108e-03
4.5699975654e-07,-3.5897174563e-03
5.2465341697e-07,-3.5298823832e-03
6.0230858922e-07,-3.4478726822e-03
6.4534061198e-07,-3.3991766763e-03
7.1571504927e-07,-3.3174887466e-03
7.6684090864e-07,-3.2578740701e-03
8.2161562850e-07,-3.1946758284e-03
8.8029962859e-07,-3.1283952891e-03
9.4317191485e-07,-3.0595560043e-03
1.0105314059e-06,-2.9886930162e-03
1.0459930579e-06,-2.9526702083e-03
1.1206909098e-06,-2.8797722706e-03
1.2007199590e-06,-2.8061645662e-03
1.2864606939e-06,-2.7323343797e-03
1.3315992193e-06,-2.6954783380e-03
1.4266808272e-06,-2.6221457145e-03
1.5285484241e-06,-2.5496318347e-03
1.6376863273e-06,-2.4782658079e-03
1.6951423780e-06,-2.4431011151e-03
1.8161701174e-06,-2.3739539981e-03
1.9458356253e-06,-2.3065383610e-03
2.0847553806e-06,-2.2409962490e-03
2.2335898603e-06,-2.1774237106e-03
2.3930466798e-06,-2.1158766187e-03
2.5638839572e-06,-2.0563769812e-03
2.7469139176e-06,-1.9989192422e-03
3.0462405502e-06,-1.9164970647e-03
3.2636963752e-06,-1.8639904868e-03
3.6193229608e-06,-1.7887442312e-03
3.8776797662e-06,-1.7408248334e-03
4.3001956889e-06,-1.6721383201e-03
4.7687418632e-06,-1.6070753905e-03
5.2883329736e-06,-1.5454144413e-03
5.8645300207e-06,-1.4869522836e-03
6.7316005563e-06,-1.4136632521e-03
7.4650318434e-06,-1.3619774297e-03
8.5687109791e-06,-1.2971472269e-03
9.8355514254e-06,-1.2366737331e-03
1.1685626396e-05,-1.1667295491e-03
1.3883679535e-05,-1.1025510609e-03
1.6495161602e-05,-1.0436635262e-03
2.0285154491e-05,-9.7938278141e-04
