#defectName,z,cL[mol/cm3],cR[mol/cm3],cLB[mol/cm3],cUB[mol/cm3],D1[cm2/s],D2[cm2/s],...
H,1,0.003391557,0.00338,0.0,0.066225165,5.0E-07,5.0E-07
VO,2,0.000511727,0.00050,0.0,0.066225165,5.0E-09,5.0E-09
h,1,3.2E-11,8.0E-6,0.0,0.066225165,1.0E-06,1.0E-06
