# time[s],voltage[V]
0.0000000000e+00,-2.5531646608e-02
2.8353864881e-10,-1.6893533804e-01
6.2984003886e-10,-3.1784696445e-01
1.0086145562e-09,-4.5304357833e-01
1.5096064838e-09,-5.9598188342e-01
2.1722511446e-09,-7.3690372840e-01
3.1765180849e-09,-8.7805827644e-01
5.1155316259e-09,-1.0129121133e+00
8.0650819078e-09,-1.0783875822e+00
1.3017696479e-08,-1.0980107638e+00
2.0085540804e-08,-1.1002904887e+00
3.1953217381e-08,-1.1004439459e+00
4.8889502114e-08,-1.1004946657e+00
7.7327359594e-08,-1.1005725967e+00
1.2212478783e-07,-1.1006853061e+00
1.8605490885e-07,-1.1008319463e+00
2.9340051027e-07,-1.1010561187e+00
4.4659272601e-07,-1.1013510624e+00
7.0381905793e-07,-1.1018160519e+00
1.0709050979e-06,-1.1024501282e+00
1.6872823408e-06,-1.1034789875e+00
2.5669103304e-06,-1.1049082779e+00
4.0439010516e-06,-1.1072545500e+00
6.3705666902e-06,-1.1108756181e+00
9.6909362234e-06,-1.1159470371e+00
1.5266196504e-05,-1.1242801416e+00
2.3222614507e-05,-1.1358102295e+00
3.6582302584e-05,-1.1540800542e+00
5.5647827311e-05,-1.1772081774e+00
8.7660909489e-05,-1.2070152496e+00
1.3334657268e-04,-1.2320741507e+00
2.1005775222e-04,-1.2482056006e+00
3.3089890778e-04,-1.2537707988e+00
5.0335054184e-04,-1.2555393984e+00
7.9291552430e-04,-1.2572104216e+00
1.2061518440e-03,-1.2590810116e+00
1.9000204078e-03,-1.2615788781e+00
2.8902357621e-03,-1.2644182395e+00
4.5529146531e-03,-1.2682082522e+00
6.9257129794e-03,-1.2725182224e+00
1.0909898513e-02,-1.2782780291e+00
1.7186083899e-02,-1.2854459004e+00
2.6142787601e-02,-1.2936076278e+00
4.1182063770e-02,-1.3044983814e+00
6.2644517835e-02,-1.3168010176e+00
9.8682304131e-02,-1.3328841181e+00
1.5011159662e-01,-1.3502793205e+00
2.3646695220e-01,-1.3714261602e+00
3.5970412342e-01,-1.3926976905e+00
5.6663268931e-01,-1.4182596791e+00
8.9260195707e-01,-1.4486853929e+00
1.3577905976e+00,-1.4845178430e+00
2.1388927384e+00,-1.5373155873e+00
3.2535985678e+00,-1.6055698608e+00
5.1253104579e+00,-1.7033783012e+00
7.7964184296e+00,-1.8129096371e+00
1.1859601643e+01,-1.9627068571e+00
1.5686284098e+01,-2.1034375078e+00
1.9346729407e+01,-2.2384455959e+00
2.3041661472e+01,-2.3747230599e+00
2.7442269554e+01,-2.5367700307e+00
3.1560582725e+01,-2.6881682188e+00
3.5050059039e+01,-2.8166100068e+00
3.8925347144e+01,-2.9579109588e+00
4.3229104081e+01,-3.1147596475e+00
4.6359498429e+01,-3.2289153193e+00
5.1485207706e+01,-3.4110700733e+00
5.5213459924e+01,-3.5440100440e+00
5.9211689972e+01,-3.6834398832e+00
6.3499448035e+01,-3.8508645492e+00
6.5758393860e+01,-3.9363386244e+00
7.0520225242e+01,-4.1049064859e+00
7.5626880103e+01,-4.2833665673e+00
7.8317250340e+01,-4.3789334212e+00
8.3988519338e+01,-4.5811990727e+00
8.6976348696e+01,-4.6872503124e+00
9.0070467871e+01,-4.7963513400e+00
9.6592834908e+01,-5.0204548432e+00
1.0002905346e+02,-5.1285055333e+00
1.0358751293e+02,-5.2185733898e+00
1.2775999530e+02,-5.3052195099e+00
2.0125704703e+02,-5.3052514087e+00
3.1703506942e+02,-5.3052514087e+00
4.8226113877e+02,-5.3052514087e+00
7.5969361503e+02,-5.3052514087e+00
1.1556157133e+03,-5.3052514087e+00
1.8204118231e+03,-5.3052514087e+00
2.7691380656e+03,-5.3052514087e+00
4.3621522417e+03,-5.3052514087e+00
6.6355325025e+03,-5.3052514087e+00
1.0452784330e+04,-5.3052514087e+00
1.6466003326e+04,-5.3052514088e+00
2.5047429389e+04,-5.3052514088e+00
3.9456573731e+04,-5.3052514089e+00
6.0019770728e+04,-5.3052514089e+00
9.4547606954e+04,-5.3052514091e+00
1.4382205944e+05,-5.3052514096e+00
2.2655920511e+05,-5.3052514098e+00
3.4463285230e+05,-5.3052514091e+00
5.4289130178e+05,-5.3052514091e+00
7.8220425768e+05,-5.3052514093e+00
