==> partialI1_profile.csv <==
1.0277681244e+06,5.4343348257e-08,5.4338952114e-08,5.4334486565e-08,5.4330152842e-08,5.4325592582e-08,5.4321292633e-08,5.4316756099e-08,5.4312486899e-08,5.4307998901e-08,5.4303522277e-08,5.4299136012e-08,5.4294885112e-08,5.4290318464e-08,5.4285857697e-08,5.4281493545e-08,5.4277135953e-08,5.4272602692e-08,5.4268338411e-08,5.4263889446e-08,5.4259308066e-08,5.4255077510e-08,5.4250576392e-08,5.4244093339e-08,5.4234280088e-08,5.4219771940e-08,5.4198244348e-08,5.4166216255e-08,5.4118615828e-08,5.4047939420e-08,5.3942996678e-08,5.3787332921e-08,5.3556692790e-08,5.3215547820e-08,5.2712233465e-08,5.1972478268e-08,5.0891333665e-08,4.9324470376e-08,4.7081896287e-08,4.3931426396e-08,3.9626599717e-08,3.3982779723e-08,2.7026300720e-08,1.9206424693e-08,1.1544241447e-08,5.4205705721e-09,1.7853280287e-09,3.6324716627e-10,4.0499621702e-11,2.2666202594e-12,6.7174632539e-14,3.7665044222e-13,4.5225961402e-11,3.6599488623e-09,1.3729862397e-07,2.4534977688e-06,2.2006738451e-05,1.0818745877e-04,3.2872271647e-04,7.0106794348e-04,1.1685361284e-03,1.6474635637e-03,2.0750822531e-03,2.4230988884e-03,2.6892041432e-03,2.8843116766e-03,3.0233785909e-03,3.1206345320e-03,3.1877855228e-03,3.2337530115e-03,3.2650379008e-03,3.2862472374e-03,3.3005883190e-03,3.3102682343e-03,3.3167942270e-03,3.3211904072e-03,3.3241502703e-03,3.3261423705e-03,3.3274828045e-03,3.3283846017e-03,3.3289912330e-03,3.3293992783e-03,3.3296737331e-03,3.3299482158e-03,3.3302227207e-03,3.3304972484e-03,3.3307717983e-03,3.3310463708e-03,3.3313209658e-03,3.3315955834e-03,3.3318702234e-03,3.3321448858e-03,3.3324195706e-03,3.3326942779e-03,3.3329690079e-03,3.3332437600e-03,3.3335185348e-03,3.3337933319e-03,3.3340681515e-03,3.3343429933e-03,3.3346178577e-03,3.3348927443e-03,3.3351676532e-03,3.3351676531e-03,3.3351676517e-03,3.3351676543e-03,3.3351676538e-03,3.3351676515e-03,3.3351676548e-03,3.3351676530e-03,3.3351676511e-03,3.3351676560e-03,3.3351676522e-03,3.3351676510e-03,3.3351676544e-03,3.3351676517e-03,3.3351676544e-03,3.3351676525e-03,3.3351676531e-03,3.3351676529e-03,3.3351676534e-03,3.3351676537e-03,3.3351676551e-03,3.3351676528e-03,3.3351676534e-03,3.3351676516e-03,3.3351676535e-03,3.3351676536e-03,3.3351676524e-03,3.3351676536e-03,3.3351676538e-03,3.3351676528e-03,3.3351676534e-03,3.3351676530e-03,3.3351676530e-03,3.3351676533e-03,3.3351676530e-03,3.3351676531e-03,3.3351676535e-03,3.3351676530e-03,3.3351676531e-03,3.3351676533e-03,3.3351676532e-03,3.3351676531e-03,3.3351676531e-03,3.3351676532e-03,3.3351676532e-03,3.3351676531e-03,3.3351676532e-03,3.3351676532e-03,3.3351676532e-03,3.3351676532e-03,3.3351676532e-03,3.3351676531e-03,3.3351676532e-03,3.3351676532e-03,3.3351676532e-03,3.3351676532e-03,3.3351676532e-03,3.3351676532e-03,3.3351676532e-03,3.3351676532e-03,3.3351676532e-03,3.3351676532e-03,3.3351676532e-03,3.3351676532e-03,3.3351676532e-03,3.3351676532e-03,3.3351676532e-03,3.3351676532e-03,3.3351676532e-03,3.3351676532e-03,3.3351676532e-03,3.3351676532e-03,3.3351676532e-03,3.3351676532e-03,3.3351676532e-03,3.3351676532e-03,3.3351676532e-03,3.3351676532e-03,3.3351676532e-03,3.3351676532e-03,3.3351676532e-03,3.3351676532e-03,3.3351676532e-03,3.3351676532e-03,3.3351676532e-03,3.3351676532e-03,3.3351676532e-03,3.3351676532e-03,3.3351676532e-03,3.3351676532e-03,3.3351676532e-03,3.3351676532e-03,3.3351676532e-03,3.3351676532e-03,3.3351676532e-03,3.3351676532e-03,3.3351676532e-03,3.3351676532e-03,3.3351676532e-03,3.3351676532e-03,3.3351676532e-03,3.3351676532e-03,3.3351676532e-03,3.3351676532e-03,3.3351676532e-03,3.3351676532e-03,3.3351676532e-03,3.3351676532e-03,3.3351676532e-03,3.3351676532e-03,3.3351676532e-03,3.3351676532e-03,3.3351676532e-03,3.3351676532e-03,3.3351676532e-03,3.3351676532e-03,3.3351676532e-03,3.3351676532e-03,3.3351676532e-03,3.3351676532e-03,3.3351676532e-03,3.3351676532e-03,3.3351676532e-03,3.3351676532e-03,3.3351676532e-03,3.3351676532e-03,3.3351676532e-03,3.3351676532e-03,3.3351676532e-03,3.3351676532e-03,3.3351676532e-03,3.3351676532e-03,3.3351676532e-03,3.3351676532e-03,3.3351676532e-03,3.3351676532e-03,3.3351676532e-03,3.3351676532e-03,3.3351676532e-03,3.3351676532e-03,3.3351676532e-03,3.3351676532e-03,3.3351676532e-03,3.3351676532e-03,3.3351676532e-03,3.3351676532e-03,3.3351676532e-03,3.3351676532e-03,3.3351676532e-03,3.3351676531e-03,3.3351676532e-03,3.3351676532e-03,3.3351676532e-03,3.3351676531e-03,3.3351676532e-03,3.3351676531e-03,3.3351676532e-03,3.3351676532e-03,3.3351676532e-03,3.3351676532e-03,3.3351676530e-03,3.3351676533e-03,3.3351676531e-03,3.3351676532e-03,3.3351676532e-03,3.3351676532e-03,3.3351676531e-03,3.3351676531e-03,3.3351676533e-03,3.3351676528e-03,3.3351676531e-03,3.3351676528e-03,3.3351676537e-03,3.3351676527e-03,3.3351676543e-03,3.3351676530e-03,3.3351676532e-03,3.3351676526e-03,3.3351676534e-03,3.3351676541e-03,3.3351676516e-03,3.3351676517e-03,3.3351676543e-03,3.3351676530e-03,3.3351676557e-03,3.3351676529e-03,3.3351676533e-03,3.3351676510e-03,3.3351676527e-03,3.3351676535e-03,3.3351676547e-03,3.3351676524e-03,3.3351676526e-03,3.3351676526e-03,3.3351676532e-03,3.3351676553e-03,3.3351676537e-03,3.3351676495e-03,3.3351676538e-03,3.3351676533e-03,3.3351676553e-03,3.3351676532e-03,-0.0000000000e+00,-0.0000000000e+00,-0.0000000000e+00,-0.0000000000e+00,-0.0000000000e+00,-0.0000000000e+00,-0.0000000000e+00,-0.0000000000e+00,-0.0000000000e+00,-0.0000000000e+00,-0.0000000000e+00,-0.0000000000e+00,-0.0000000000e+00,-0.0000000000e+00,-0.0000000000e+00,-0.0000000000e+00,-0.0000000000e+00,-0.0000000000e+00,-0.0000000000e+00,-0.0000000000e+00,-0.0000000000e+00,-0.0000000000e+00,-0.0000000000e+00,-0.0000000000e+00,-0.0000000000e+00,-0.0000000000e+00,-0.0000000000e+00,-0.0000000000e+00,-0.0000000000e+00,-0.0000000000e+00,-0.0000000000e+00,-0.0000000000e+00,-0.0000000000e+00,-0.0000000000e+00,-0.0000000000e+00,-0.0000000000e+00,-0.0000000000e+00,-0.0000000000e+00,-0.0000000000e+00,-0.0000000000e+00,-0.0000000000e+00,-0.0000000000e+00,-0.0000000000e+00,-0.0000000000e+00,-0.0000000000e+00,-0.0000000000e+00,-0.0000000000e+00,-0.0000000000e+00,-0.0000000000e+00,-0.0000000000e+00,-0.0000000000e+00,-0.0000000000e+00,-0.0000000000e+00,-0.0000000000e+00,-0.0000000000e+00,-0.0000000000e+00,-0.0000000000e+00,-0.0000000000e+00,-0.0000000000e+00,-0.0000000000e+00,-0.0000000000e+00,-0.0000000000e+00,-0.0000000000e+00,-0.0000000000e+00,-0.0000000000e+00,-0.0000000000e+00,-0.0000000000e+00,-0.0000000000e+00,-0.0000000000e+00,-0.0000000000e+00,-0.0000000000e+00,-0.0000000000e+00,-0.0000000000e+00,-0.0000000000e+00,-0.0000000000e+00,-0.0000000000e+00,-0.0000000000e+00,-0.0000000000e+00,-0.0000000000e+00,-0.0000000000e+00,-0.0000000000e+00,-0.0000000000e+00,-0.0000000000e+00,-0.0000000000e+00,-0.0000000000e+00,-0.0000000000e+00,-0.0000000000e+00,-0.0000000000e+00,-0.0000000000e+00,-0.0000000000e+00,-0.0000000000e+00,-0.0000000000e+00,-0.0000000000e+00,-0.0000000000e+00,-0.0000000000e+00,-0.0000000000e+00,-0.0000000000e+00,-0.0000000000e+00,-0.0000000000e+00,-0.0000000000e+00,0.0000000000e+00

==> partialI2_profile.csv <==
1.0277681244e+06,2.5071964230e-09,2.5019398061e-09,2.4966948304e-09,2.4914600172e-09,2.4862366815e-09,2.4810233342e-09,2.4758213252e-09,2.4706298979e-09,2.4654491282e-09,2.4602785858e-09,2.4551193746e-09,2.4499705833e-09,2.4448319465e-09,2.4397045766e-09,2.4345868428e-09,2.4294804887e-09,2.4243843421e-09,2.4192988658e-09,2.4142236217e-09,2.4091586872e-09,2.4041042686e-09,2.3990604842e-09,2.3915801513e-09,2.3804994792e-09,2.3641168821e-09,2.3399619657e-09,2.3044928764e-09,2.2527271982e-09,2.1778603615e-09,2.0710368704e-09,1.9216536986e-09,1.7189272059e-09,1.4558422707e-09,1.1364700463e-09,7.8552855873e-10,4.5310448721e-10,2.0035119608e-10,6.0661175473e-11,1.1053833417e-11,1.0687596866e-12,3.8799493389e-14,-9.8327043780e-15,-7.8364297932e-15,-4.7161806579e-15,-2.2139245938e-15,-7.3008710935e-16,-1.4851420573e-16,-1.6250746510e-17,-9.4920155010e-19,-8.8192300723e-20,-1.9767634659e-19,-1.8528104978e-17,-1.4954309362e-15,-5.6101958106e-14,-1.0025406002e-12,-8.9928720281e-12,-4.4219768768e-11,-1.3442934577e-10,-2.8694061702e-10,-4.7863576947e-10,-6.6173842722e-10,-2.4278593957e-10,1.1513511876e-08,1.2614755347e-07,6.9418473788e-07,2.2894049958e-06,5.1699502187e-06,8.9536265573e-06,1.2945190972e-05,1.6576348600e-05,1.9567015684e-05,2.1871372032e-05,2.3569334190e-05,2.4783531285e-05,2.5634496269e-05,2.6222885383e-05,2.6626041763e-05,2.6900598099e-05,2.7086809904e-05,2.7212755992e-05,2.7297782920e-05,2.7355113531e-05,2.7412563408e-05,2.7470131671e-05,2.7527818556e-05,2.7585624292e-05,2.7643549107e-05,2.7701593225e-05,2.7759756860e-05,2.7818040222e-05,2.7876443511e-05,2.7934966915e-05,2.7993610609e-05,2.8052374751e-05,2.8111259476e-05,2.8170264896e-05,2.8229391089e-05,2.8288638092e-05,2.8348005896e-05,2.8407494429e-05,2.8467103544e-05,2.8526832994e-05,2.8526832993e-05,2.8526833000e-05,2.8526832990e-05,2.8526832988e-05,2.8526833011e-05,2.8526832986e-05,2.8526832991e-05,2.8526832988e-05,2.8526833000e-05,2.8526833002e-05,2.8526832993e-05,2.8526832996e-05,2.8526832980e-05,2.8526832994e-05,2.8526833005e-05,2.8526832993e-05,2.8526832999e-05,2.8526832995e-05,2.8526832983e-05,2.8526832998e-05,2.8526832994e-05,2.8526832997e-05,2.8526832997e-05,2.8526832995e-05,2.8526832993e-05,2.8526832996e-05,2.8526832995e-05,2.8526832990e-05,2.8526832996e-05,2.8526832992e-05,2.8526832995e-05,2.8526832995e-05,2.8526832993e-05,2.8526832996e-05,2.8526832994e-05,2.8526832993e-05,2.8526832995e-05,2.8526832994e-05,2.8526832994e-05,2.8526832994e-05,2.8526832995e-05,2.8526832994e-05,2.8526832994e-05,2.8526832995e-05,2.8526832994e-05,2.8526832995e-05,2.8526832994e-05,2.8526832994e-05,2.8526832995e-05,2.8526832994e-05,2.8526832994e-05,2.8526832994e-05,2.8526832994e-05,2.8526832994e-05,2.8526832994e-05,2.8526832994e-05,2.8526832994e-05,2.8526832994e-05,2.8526832994e-05,2.8526832994e-05,2.8526832994e-05,2.8526832994e-05,2.8526832994e-05,2.8526832994e-05,2.8526832994e-05,2.8526832994e-05,2.8526832994e-05,2.8526832994e-05,2.8526832994e-05,2.8526832994e-05,2.8526832994e-05,2.8526832994e-05,2.8526832994e-05,2.8526832994e-05,2.8526832994e-05,2.8526832994e-05,2.8526832994e-05,2.8526832994e-05,2.8526832994e-05,2.8526832994e-05,2.8526832994e-05,2.8526832994e-05,2.8526832994e-05,2.8526832994e-05,2.8526832994e-05,2.8526832994e-05,2.8526832994e-05,2.8526832994e-05,2.8526832994e-05,2.8526832994e-05,2.8526832994e-05,2.8526832994e-05,2.8526832994e-05,2.8526832994e-05,2.8526832994e-05,2.8526832994e-05,2.8526832994e-05,2.8526832994e-05,2.8526832994e-05,2.8526832994e-05,2.8526832994e-05,2.8526832994e-05,2.8526832994e-05,2.8526832994e-05,2.8526832994e-05,2.8526832994e-05,2.8526832994e-05,2.8526832994e-05,2.8526832994e-05,2.8526832994e-05,2.8526832994e-05,2.8526832994e-05,2.8526832994e-05,2.8526832994e-05,2.8526832994e-05,2.8526832994e-05,2.8526832994e-05,2.8526832994e-05,2.8526832994e-05,2.8526832994e-05,2.8526832994e-05,2.8526832994e-05,2.8526832994e-05,2.8526832994e-05,2.8526832994e-05,2.8526832994e-05,2.8526832994e-05,2.8526832994e-05,2.8526832994e-05,2.8526832994e-05,2.8526832994e-05,2.8526832994e-05,2.8526832994e-05,2.8526832994e-05,2.8526832994e-05,2.8526832994e-05,2.8526832994e-05,2.8526832994e-05,2.8526832994e-05,2.8526832994e-05,2.8526832994e-05,2.8526832994e-05,2.8526832994e-05,2.8526832994e-05,2.8526832994e-05,2.8526832994e-05,2.8526832994e-05,2.8526832994e-05,2.8526832994e-05,2.8526832994e-05,2.8526832994e-05,2.8526832994e-05,2.8526832994e-05,2.8526832994e-05,2.8526832994e-05,2.8526832994e-05,2.8526832994e-05,2.8526832994e-05,2.8526832994e-05,2.8526832995e-05,2.8526832994e-05,2.8526832995e-05,2.8526832994e-05,2.8526832994e-05,2.8526832994e-05,2.8526832994e-05,2.8526832994e-05,2.8526832994e-05,2.8526832995e-05,2.8526832993e-05,2.8526832995e-05,2.8526832993e-05,2.8526832995e-05,2.8526832994e-05,2.8526832994e-05,2.8526832996e-05,2.8526832992e-05,2.8526832996e-05,2.8526832991e-05,2.8526833000e-05,2.8526832994e-05,2.8526832992e-05,2.8526832994e-05,2.8526832997e-05,2.8526832993e-05,2.8526832991e-05,2.8526832994e-05,2.8526832994e-05,2.8526833003e-05,2.8526832989e-05,2.8526832997e-05,2.8526832992e-05,2.8526832991e-05,2.8526833000e-05,2.8526832997e-05,2.8526832987e-05,2.8526832995e-05,2.8526833001e-05,2.8526832990e-05,2.8526832987e-05,3.3636944862e-03,3.3636944862e-03,3.3636944863e-03,3.3636944862e-03,3.3636944859e-03,3.3636944864e-03,3.3636944859e-03,3.3636944861e-03,3.3636944864e-03,3.3636944865e-03,3.3636944861e-03,3.3636944860e-03,3.3636944861e-03,3.3636944859e-03,3.3636944862e-03,3.3636944864e-03,3.3636944865e-03,3.3636944857e-03,3.3636944861e-03,3.3636944866e-03,3.3636944857e-03,3.3636944864e-03,3.3636944861e-03,3.3636944863e-03,3.3636944860e-03,3.3636944862e-03,3.3636944862e-03,3.3636944862e-03,3.3636944861e-03,3.3636944862e-03,3.3636944862e-03,3.3636944862e-03,3.3636944862e-03,3.3636944862e-03,3.3636944862e-03,3.3636944862e-03,3.3636944862e-03,3.3636944862e-03,3.3636944862e-03,3.3636944862e-03,3.3636944862e-03,3.3636944862e-03,3.3636944862e-03,3.3636944862e-03,3.3636944862e-03,3.3636944862e-03,3.3636944862e-03,3.3636944862e-03,3.3636944862e-03,3.3636944862e-03,3.3636944862e-03,3.3636944862e-03,3.3636944862e-03,3.3636944862e-03,3.3636944862e-03,3.3636944862e-03,3.3636944862e-03,3.3636944862e-03,3.3636944862e-03,3.3636944862e-03,3.3636944862e-03,3.3636944862e-03,3.3636944862e-03,3.3636944862e-03,3.3636944862e-03,3.3636944862e-03,3.3636944862e-03,3.3636944862e-03,3.3636944862e-03,3.3636944862e-03,3.3636944862e-03,3.3636944862e-03,3.3636944862e-03,3.3636944862e-03,3.3636944862e-03,3.3636944862e-03,3.3636944862e-03,3.3636944862e-03,3.3636944861e-03,3.3636944862e-03,3.3636944861e-03,3.3636944862e-03,3.3636944861e-03,3.3636944862e-03,3.3636944864e-03,3.3636944861e-03,3.3636944861e-03,3.3636944860e-03,3.3636944864e-03,3.3636944861e-03,3.3636944859e-03,3.3636944865e-03,3.3636944861e-03,3.3636944860e-03,3.3636944862e-03,3.3636944862e-03,3.3636944860e-03,3.3636944861e-03,3.3636944864e-03,3.3636944863e-03,3.3636944861e-03,3.3636944862e-03

==> partialI3_profile.csv <==
1.0277681244e+06,0.0000000000e+00,-0.0000000000e+00,-0.0000000000e+00,-0.0000000000e+00,-0.0000000000e+00,-0.0000000000e+00,-0.0000000000e+00,-0.0000000000e+00,-0.0000000000e+00,-0.0000000000e+00,-0.0000000000e+00,-0.0000000000e+00,-0.0000000000e+00,-0.0000000000e+00,-0.0000000000e+00,-0.0000000000e+00,-0.0000000000e+00,-0.0000000000e+00,-0.0000000000e+00,-0.0000000000e+00,-0.0000000000e+00,-0.0000000000e+00,-0.0000000000e+00,-0.0000000000e+00,-0.0000000000e+00,-0.0000000000e+00,-0.0000000000e+00,-0.0000000000e+00,-0.0000000000e+00,-0.0000000000e+00,-0.0000000000e+00,-0.0000000000e+00,-0.0000000000e+00,-0.0000000000e+00,-0.0000000000e+00,-0.0000000000e+00,-0.0000000000e+00,-0.0000000000e+00,-0.0000000000e+00,-0.0000000000e+00,-0.0000000000e+00,-0.0000000000e+00,-0.0000000000e+00,-0.0000000000e+00,-0.0000000000e+00,-0.0000000000e+00,-0.0000000000e+00,-0.0000000000e+00,-0.0000000000e+00,-0.0000000000e+00,-0.0000000000e+00,-0.0000000000e+00,-0.0000000000e+00,-0.0000000000e+00,-0.0000000000e+00,-0.0000000000e+00,-0.0000000000e+00,-0.0000000000e+00,-0.0000000000e+00,-0.0000000000e+00,-0.0000000000e+00,-0.0000000000e+00,-0.0000000000e+00,-0.0000000000e+00,-0.0000000000e+00,-0.0000000000e+00,-0.0000000000e+00,-0.0000000000e+00,-0.0000000000e+00,-0.0000000000e+00,-0.0000000000e+00,-0.0000000000e+00,-0.0000000000e+00,-0.0000000000e+00,-0.0000000000e+00,-0.0000000000e+00,-0.0000000000e+00,-0.0000000000e+00,-0.0000000000e+00,-0.0000000000e+00,-0.0000000000e+00,-0.0000000000e+00,-0.0000000000e+00,-0.0000000000e+00,-0.0000000000e+00,-0.0000000000e+00,-0.0000000000e+00,-0.0000000000e+00,-0.0000000000e+00,-0.0000000000e+00,-0.0000000000e+00,-0.0000000000e+00,-0.0000000000e+00,-0.0000000000e+00,-0.0000000000e+00,-0.0000000000e+00,-0.0000000000e+00,-0.0000000000e+00,-0.0000000000e+00,-0.0000000000e+00,-0.0000000000e+00,-3.3636944862e-03,-3.3636944862e-03,-3.3636944862e-03,-3.3636944862e-03,-3.3636944862e-03,-3.3636944862e-03,-3.3636944862e-03,-3.3636944862e-03,-3.3636944862e-03,-3.3636944862e-03,-3.3636944862e-03,-3.3636944862e-03,-3.3636944862e-03,-3.3636944862e-03,-3.3636944862e-03,-3.3636944862e-03,-3.3636944862e-03,-3.3636944862e-03,-3.3636944862e-03,-3.3636944862e-03,-3.3636944862e-03,-3.3636944862e-03,-3.3636944862e-03,-3.3636944862e-03,-3.3636944862e-03,-3.3636944862e-03,-3.3636944862e-03,-3.3636944862e-03,-3.3636944862e-03,-3.3636944862e-03,-3.3636944862e-03,-3.3636944862e-03,-3.3636944862e-03,-3.3636944862e-03,-3.3636944862e-03,-3.3636944862e-03,-3.3636944862e-03,-3.3636944862e-03,-3.3636944862e-03,-3.3636944862e-03,-3.3636944862e-03,-3.3636944862e-03,-3.3636944862e-03,-3.3636944862e-03,-3.3636944862e-03,-3.3636944862e-03,-3.3636944862e-03,-3.3636944862e-03,-3.3636944862e-03,-3.3636944862e-03,-3.3636944862e-03,-3.3636944862e-03,-3.3636944862e-03,-3.3636944862e-03,-3.3636944862e-03,-3.3636944862e-03,-3.3636944862e-03,-3.3636944862e-03,-3.3636944862e-03,-3.3636944862e-03,-3.3636944862e-03,-3.3636944862e-03,-3.3636944862e-03,-3.3636944862e-03,-3.3636944862e-03,-3.3636944862e-03,-3.3636944862e-03,-3.3636944862e-03,-3.3636944862e-03,-3.3636944862e-03,-3.3636944862e-03,-3.3636944862e-03,-3.3636944862e-03,-3.3636944862e-03,-3.3636944862e-03,-3.3636944862e-03,-3.3636944862e-03,-3.3636944862e-03,-3.3636944862e-03,-3.3636944862e-03,-3.3636944862e-03,-3.3636944862e-03,-3.3636944862e-03,-3.3636944862e-03,-3.3636944862e-03,-3.3636944862e-03,-3.3636944862e-03,-3.3636944862e-03,-3.3636944862e-03,-3.3636944862e-03,-3.3636944862e-03,-3.3636944862e-03,-3.3636944862e-03,-3.3636944862e-03,-3.3636944862e-03,-3.3636944862e-03,-3.3636944862e-03,-3.3636944862e-03,-3.3636944862e-03,-3.3636944862e-03,-3.3636944862e-03,-3.3636944862e-03,-3.3636944862e-03,-3.3636944862e-03,-3.3636944862e-03,-3.3636944862e-03,-3.3636944862e-03,-3.3636944862e-03,-3.3636944862e-03,-3.3636944862e-03,-3.3636944862e-03,-3.3636944862e-03,-3.3636944862e-03,-3.3636944862e-03,-3.3636944862e-03,-3.3636944862e-03,-3.3636944862e-03,-3.3636944862e-03,-3.3636944862e-03,-3.3636944862e-03,-3.3636944862e-03,-3.3636944862e-03,-3.3636944862e-03,-3.3636944862e-03,-3.3636944862e-03,-3.3636944862e-03,-3.3636944862e-03,-3.3636944862e-03,-3.3636944862e-03,-3.3636944862e-03,-3.3636944862e-03,-3.3636944862e-03,-3.3636944862e-03,-3.3636944862e-03,-3.3636944862e-03,-3.3636944862e-03,-3.3636944862e-03,-3.3636944862e-03,-3.3636944862e-03,-3.3636944862e-03,-3.3636944862e-03,-3.3636944862e-03,-3.3636944862e-03,-3.3636944862e-03,-3.3636944862e-03,-3.3636944862e-03,-3.3636944862e-03,-3.3636944862e-03,-3.3636944862e-03,-3.3636944862e-03,-3.3636944862e-03,-3.3636944862e-03,-3.3636944861e-03,-3.3636944862e-03,-3.3636944862e-03,-3.3636944861e-03,-3.3636944862e-03,-3.3636944862e-03,-3.3636944861e-03,-3.3636944861e-03,-3.3636944862e-03,-3.3636944861e-03,-3.3636944861e-03,-3.3636944862e-03,-3.3636944861e-03,-3.3636944862e-03,-3.3636944861e-03,-3.3636944862e-03,-3.3636944863e-03,-3.3636944860e-03,-3.3636944863e-03,-3.3636944860e-03,-3.3636944862e-03,-3.3636944863e-03,-3.3636944859e-03,-3.3636944862e-03,-3.3636944864e-03,-3.3636944858e-03,-3.3636944866e-03,-3.3636944855e-03,-3.3636944868e-03,-3.3636944855e-03,-3.3636944867e-03,-3.3636944861e-03,-3.3636944858e-03,-3.3636944862e-03,-3.3636944862e-03,-3.3636944869e-03,-3.3636944859e-03,-3.3636944862e-03,-3.3636944855e-03,-3.3636944870e-03,-3.3636944854e-03,-3.3636944865e-03,-3.3636944864e-03,-3.3636944862e-03,-3.3636944856e-03,-3.3636944860e-03,-3.3636944863e-03,-3.3636944865e-03,-3.3636944863e-03,-3.3636944861e-03,-3.3636945050e-03,-3.3636944904e-03,-3.3636944612e-03,-3.3636944884e-03,-3.3636944917e-03,-3.3636944921e-03,-3.3636944874e-03,-3.3636944698e-03,-3.3636945088e-03,-3.3636944698e-03,-3.3636945050e-03,-3.3636944791e-03,-3.3636944858e-03,-3.3636944913e-03,-3.3636944709e-03,-3.3636944972e-03,-3.3636944853e-03,-3.3636944772e-03,-3.3636944826e-03,-3.3636944869e-03,-3.3636944851e-03,-3.3636944917e-03,-3.3636944873e-03,-3.3636944838e-03,-3.3636944884e-03,-3.3636944851e-03,-3.3636944855e-03,-3.3636944864e-03,-3.3636944862e-03,-3.3636944860e-03,-3.3636944862e-03,-3.3636944862e-03,-3.3636944862e-03,-3.3636944861e-03,-3.3636944862e-03,-3.3636944861e-03,-3.3636944862e-03,-3.3636944862e-03,-3.3636944862e-03,-3.3636944862e-03,-3.3636944862e-03,-3.3636944862e-03,-3.3636944862e-03,-3.3636944862e-03,-3.3636944862e-03,-3.3636944862e-03,-3.3636944862e-03,-3.3636944862e-03,-3.3636944862e-03,-3.3636944862e-03,-3.3636944862e-03,-3.3636944862e-03,-3.3636944862e-03,-3.3636944862e-03,-3.3636944862e-03,-3.3636944862e-03,-3.3636944862e-03,-3.3636944862e-03,-3.3636944862e-03,-3.3636944862e-03,-3.3636944862e-03,-3.3636944862e-03,-3.3636944862e-03,-3.3636944862e-03,-3.3636944862e-03,-3.3636944862e-03,-3.3636944862e-03,-3.3636944862e-03,-3.3636944862e-03,-3.3636944862e-03,-3.3636944861e-03,-3.3636944863e-03,-3.3636944860e-03,-3.3636944862e-03,-3.3636944861e-03,-3.3636944864e-03,-3.3636944852e-03,-3.3636944757e-03,-3.3636945016e-03,-3.3636944642e-03,-3.3636945133e-03,-3.3636944876e-03,-3.3636944910e-03,-3.3636944874e-03,-3.3636944849e-03,-3.3636944561e-03,-3.3636945217e-03,-3.3636944841e-03,-3.3636944836e-03,-3.3636944872e-03,-3.3636944816e-03,-3.3636944941e-03,-3.3636944716e-03,-3.3636944834e-03,-3.3636944693e-03,-3.3636944858e-03,-3.3636945005e-03,-3.3636944810e-03,-3.3636944662e-03,-3.3636945001e-03,-3.3636944916e-03

==> partialI4_profile.csv <==
