# time[s],voltage[V]
0.0000000000e+00,0.0000000000e+00
6.9294894376e-11,-1.2364920730e-04
1.4702769960e-10,-2.5778247309e-04
2.0403970099e-10,-3.5318277890e-04
2.6559068818e-10,-4.5343425949e-04
3.3204203058e-10,-5.5855902384e-04
4.0378386782e-10,-6.6854057290e-04
4.8123740038e-10,-7.8331811794e-04
5.6485736240e-10,-9.0278074525e-04
6.5513469149e-10,-1.0267615616e-03
7.5259941104e-10,-1.1550319924e-03
8.0420412288e-10,-1.2206861930e-03
9.1353694067e-10,-1.3548145535e-03
1.0315742434e-09,-1.4923578082e-03
1.0940715350e-09,-1.5622625612e-03
1.2264820213e-09,-1.7040003905e-03
1.2965894922e-09,-1.7756834500e-03
1.4451233580e-09,-1.9202660852e-03
1.5237676856e-09,-1.9929866222e-03
1.6903882449e-09,-2.1388044924e-03
1.7786089466e-09,-2.2116964551e-03
1.9655185826e-09,-2.3569046861e-03
2.0644817556e-09,-2.4289944599e-03
2.2741510314e-09,-2.5715599380e-03
2.3851647666e-09,-2.6417960323e-03
2.6203650815e-09,-2.7795695012e-03
2.8742907677e-09,-2.9129402326e-03
3.0087369747e-09,-2.9776782889e-03
3.2935827210e-09,-3.1026910414e-03
3.6011063381e-09,-3.2210437498e-03
3.9331133148e-09,-3.3319665271e-03
4.2915528832e-09,-3.4348056448e-03
4.6785294626e-09,-3.5290478751e-03
5.3175202175e-09,-3.6535693433e-03
6.0343196921e-09,-3.7575583754e-03
7.1276275650e-09,-3.8652442656e-03
9.1161760237e-09,-3.9684240593e-03
1.5366128668e-08,-4.0414679206e-03
2.7736573301e-08,-4.0477930311e-03
4.9710153754e-08,-4.0481082290e-03
8.8741753040e-08,-4.0485628279e-03
1.5807345554e-07,-4.0493552292e-03
2.8122713255e-07,-4.0507313799e-03
4.9998460734e-07,-4.0531155111e-03
8.8856279628e-07,-4.0572420594e-03
1.5787929659e-06,-4.0643829237e-03
2.8048465647e-06,-4.0767265951e-03
4.9826815734e-06,-4.0979761945e-03
8.8511627958e-06,-4.1341895462e-03
1.5722733373e-05,-4.1946407362e-03
2.7928681777e-05,-4.2916948779e-03
4.4224823979e-05,-4.4037401039e-03
6.4865171420e-05,-4.5217226030e-03
8.8122643946e-05,-4.6287055576e-03
1.1971903350e-04,-4.7399244509e-03
1.6264424096e-04,-4.8454512049e-03
2.3855188490e-04,-4.9526683219e-03
4.2373937683e-04,-5.0389660373e-03
7.5268731471e-04,-5.0621197807e-03
1.3369964638e-03,-5.0712707700e-03
2.3749028996e-03,-5.0819153835e-03
4.2185327160e-03,-5.0954091700e-03
7.4933663456e-03,-5.1121349681e-03
1.3310442640e-02,-5.1323400008e-03
2.3643296289e-02,-5.1560178555e-03
4.1997510522e-02,-5.1827807858e-03
7.4600041398e-02,-5.2117734221e-03
1.3251181065e-01,-5.2416983714e-03
2.3538029749e-01,-5.2710020362e-03
4.1810525512e-01,-5.2981842466e-03
7.7167692267e-01,-5.3235835652e-03
1.3707272012e+00,-5.3434551128e-03
2.4348182570e+00,-5.3595231489e-03
4.3249597286e+00,-5.3721676785e-03
7.6824118596e+00,-5.3819363369e-03
1.3646243129e+01,-5.3893959409e-03
2.4239777160e+01,-5.3950512049e-03
4.3057037106e+01,-5.3993215516e-03
7.6482074573e+01,-5.4025410741e-03
1.3585485960e+02,-5.4049680032e-03
2.4131854399e+02,-5.4068007208e-03
4.2865334258e+02,-5.4081797400e-03
7.6141553427e+02,-5.4091404802e-03
1.3524999300e+03,-5.4096322947e-03
2.4024412142e+03,-5.4097894038e-03
4.4340711321e+03,-5.4098405116e-03
7.8762260892e+03,-5.4098533817e-03
1.3990514712e+04,-5.4098546871e-03
2.4851305650e+04,-5.4098547121e-03
4.4143293168e+04,-5.4098547122e-03
7.8411587672e+04,-5.4098547122e-03
1.3928224743e+05,-5.4098547122e-03
2.4740660180e+05,-5.4098547122e-03
4.3946753981e+05,-5.4098547122e-03
7.3222913153e+05,-5.4098547122e-03
1.0322291315e+06,-5.4098547122e-03
1.3322291315e+06,-5.4098547122e-03
1.6322291315e+06,-5.4098547122e-03
1.9322291315e+06,-5.4098547122e-03
2.2322291315e+06,-5.4098547122e-03
2.5322291315e+06,-5.4098547122e-03
